"Id Contrato Tenant - prefix","Id Contrato Tenant - number","Id Contrato Tenant","ID Tenant - prefix","ID Tenant - number","ID Tenant","ID Site - prefix","ID Site - number","ID Site",Estado,Autor,"Ultimo cambio","Fecha de Creación","Tipo de Contrato","Fecha firma de contrato","Fecha inicio de devengo","Vigencia inicial contrato","Mes de Revalorización","Base Imponible","Costes Recurrentes Adecuación",Periodicidad,Vencimiento,"Via de Pago","Fecha de inicio de devengo","Plazo inicial del contrato","Condiciones de pago","Número de versión","Fecha de inicio","Fecha final","Fecha de conclusión","Tipo de alquiler","Renta anual","Frecuencia de pago","Categoría de arrendamiento","Rol de la empresa"
TL,6651,TL-006651,TEN,2269,TEN-02269,SPA-CS,79,SPA-CS00079,Activo,"Alexandre GOMBA","2023-12-12 17:13:05",2023-10-13,Alta,,2007-01-30,2027-01-30,4.0,9018.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7993,TL-007993,TEN,3800,TEN-03800,SPA-HX,9632,SPA-HX09632,Activo,"Alexandre GOMBA","2023-11-29 15:29:08",2023-10-13,Alta,,2022-01-01,,1.0,8500.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,9737,TL-009737,TEN,5519,TEN-05519,SPA-MX,398,SPA-MX00398,Activo,"Alexandre GOMBA","2023-11-29 15:52:25",2023-10-13,Alta,,2023-02-16,2030-10-16,1.0,7972.53,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9523,TL-009523,TEN,5354,TEN-05354,SPA-MX,74,SPA-MX00074,Activo,"Alexandre GOMBA","2023-11-29 15:41:06",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5955,TL-005955,TEN,1510,TEN-01510,SPA-BX,1991,SPA-BX01991,Activo,"Alexandre GOMBA","2023-11-29 15:51:04",2023-10-13,Alta,,2022-01-01,2030-11-30,1.0,10332.01,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5388,TL-005388,TEN,795,TEN-00795,SPA-BX,150,SPA-BX00150,Activo,"Alexandre GOMBA","2023-11-29 15:31:50",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7413,TL-007413,TEN,3031,TEN-03031,SPA-GI,45,SPA-GI00045,Activo,"Alexandre GOMBA","2023-12-12 17:13:45",2023-10-13,Alta,,2009-04-02,2024-04-02,4.0,17407.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6387,TL-006387,TEN,2099,TEN-02099,SPA-CO,7210,SPA-CO07210,Activo,"Alexandre GOMBA","2023-11-29 15:34:20",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,3895,TL-003895,TEN,8736,TEN-08736,SPA-VA,2192,SPA-VA02192,Activo,"Oscar Camps Solaesa","2023-12-12 17:18:12",2010-01-16,Alta,,2010-01-16,2025-01-16,4.0,16068.0,,Trimestral,Anticipado,Transferencia,2010-01-16,,"Trimestral anticipado,transferencia bancaria",,2010-01-16,,,Fix,"1421.94 EUR",,,Lessor
TL,13554,TL-013554,TEN,11112,TEN-11112,SPA-VX,1503,SPA-VX01503,Activo,"Alexandre GOMBA","2023-11-29 15:53:53",2023-10-13,Alta,,2022-01-01,2027-01-01,1.0,7290.92,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8903,TL-008903,TEN,4630,TEN-04630,SPA-LX,9471,SPA-LX09471,Activo,"Alexandre GOMBA","2023-12-12 17:14:46",2023-10-13,Alta,,2007-08-30,2027-08-30,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8379,TL-008379,TEN,4174,TEN-04174,SPA-IB,1424,SPA-IB01424,Activo,"Alexandre GOMBA","2023-11-29 15:38:13",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8638,TL-008638,TEN,4456,TEN-04456,SPA-LE,1817,SPA-LE01817,Activo,"Alexandre GOMBA","2023-11-29 15:38:59",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12120,TL-012120,TEN,11945,TEN-11945,SPA-SX,3301,SPA-SX03301,Activo,"Alexandre GOMBA","2023-11-29 15:47:20",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12448,TL-012448,TEN,8378,TEN-08378,SPA-TO,21,SPA-TO00021,Activo,"Alexandre GOMBA","2023-11-29 15:47:59",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4777,TL-004777,TEN,409,TEN-00409,SPA-AX,5437,SPA-AX05437,Activo,"Alexandre GOMBA","2023-11-29 15:30:36",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7291,TL-007291,TEN,3136,TEN-03136,SPA-GC,189,SPA-GC00189,Activo,"Alexandre GOMBA","2023-11-29 15:35:59",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11864,TL-011864,TEN,7831,TEN-07831,SPA-SO,9786,SPA-SO09786,Activo,"Alexandre GOMBA","2023-11-29 15:46:53",2023-10-13,Alta,,,,10.0,7196.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12668,TL-012668,TEN,8497,TEN-08497,SPA-TX,183,SPA-TX00183,Activo,"Alexandre GOMBA","2023-12-12 17:17:46",2023-10-13,Alta,,2011-02-16,2026-02-16,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5257,TL-005257,TEN,865,TEN-00865,SPA-BU,4295,SPA-BU04295,Activo,"Alexandre GOMBA","2023-12-12 17:11:49",2023-10-13,Alta,,2021-06-30,2031-06-30,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11309,TL-011309,TEN,7209,TEN-07209,SPA-SA,5520,SPA-SA05520,Activo,"Alexandre GOMBA","2023-11-29 15:45:29",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5072,TL-005072,TEN,581,TEN-00581,SPA-BI,616,SPA-BI00616,Activo,"Alexandre GOMBA","2023-12-12 17:11:30",2023-10-13,Alta,,2013-11-25,2023-11-25,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13810,TL-013810,TEN,12372,TEN-12372,SPA-ZX,310,SPA-ZX00310,Activo,"Alexandre GOMBA","2023-11-29 15:50:13",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10130,TL-010130,TEN,5992,TEN-05992,SPA-MX,3044,SPA-MX03044,Activo,"Alexandre GOMBA","2023-11-29 15:42:21",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7264,TL-007264,TEN,2976,TEN-02976,SPA-GC,98,SPA-GC00098,Activo,"Alexandre GOMBA","2023-12-12 17:13:33",2023-10-13,Alta,,2020-12-11,2030-12-11,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6836,TL-006836,TEN,2482,TEN-02482,SPA-CU,8510,SPA-CU08510,Activo,"Alexandre GOMBA","2023-12-12 17:13:22",2023-10-13,Alta,,2006-04-01,2026-04-01,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4917,TL-004917,TEN,526,TEN-00526,SPA-BA,396,SPA-BA00396,Activo,"Alexandre GOMBA","2023-11-29 15:30:59",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9408,TL-009408,TEN,5267,TEN-05267,SPA-MU,426,SPA-MU00426,Activo,"Alexandre GOMBA","2023-11-29 15:40:48",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8038,TL-008038,TEN,3789,TEN-03789,SPA-HX,9840,SPA-HX09840,Activo,"Alexandre GOMBA","2023-11-29 15:37:18",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10117,TL-010117,TEN,5986,TEN-05986,SPA-MX,3026,SPA-MX03026,Activo,"Alexandre GOMBA","2023-11-29 15:42:21",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9678,TL-009678,TEN,5557,TEN-05557,SPA-MX,313,SPA-MX00313,Activo,"Alexandre GOMBA","2023-11-29 15:41:26",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10096,TL-010096,TEN,5860,TEN-05860,SPA-MX,2539,SPA-MX02539,Activo,"Alexandre GOMBA","2023-11-29 15:52:35",2023-10-13,Alta,,2022-01-01,2029-12-05,1.0,10332.01,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7678,TL-007678,TEN,3457,TEN-03457,SPA-GR,9404,SPA-GR09404,Activo,"Alexandre GOMBA","2023-11-29 15:36:37",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5253,TL-005253,TEN,863,TEN-00863,SPA-BU,4277,SPA-BU04277,Activo,"Alexandre GOMBA","2023-12-12 17:11:48",2023-10-13,Alta,,2021-05-13,2031-05-13,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9280,TL-009280,TEN,801,TEN-00801,SPA-MU,20,SPA-MU00020,Activo,"Alexandre GOMBA","2023-11-29 15:40:30",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5930,TL-005930,TEN,1507,TEN-01507,SPA-BX,1919,SPA-BX01919,Activo,"Alexandre GOMBA","2023-11-29 15:51:04",2023-10-13,Alta,,2022-01-01,2030-03-14,1.0,11157.14,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4837,TL-004837,TEN,460,TEN-00460,SPA-AX,6421,SPA-AX06421,Activo,"Alexandre GOMBA","2023-11-29 15:30:46",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7308,TL-007308,TEN,3146,TEN-03146,SPA-GC,270,SPA-GC00270,Activo,"Alexandre GOMBA","2023-11-29 15:36:01",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9064,TL-009064,TEN,4852,TEN-04852,SPA-MA,2612,SPA-MA02612,Activo,"Alexandre GOMBA","2023-11-29 15:39:53",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7436,TL-007436,TEN,3208,TEN-03208,SPA-GI,316,SPA-GI00316,Activo,"Alexandre GOMBA","2023-11-29 15:36:15",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11314,TL-011314,TEN,7214,TEN-07214,SPA-SA,5539,SPA-SA05539,Activo,"Alexandre GOMBA","2023-11-29 15:45:31",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5147,TL-005147,TEN,787,TEN-00787,SPA-BU,10,SPA-BU00010,Activo,"Alexandre GOMBA","2023-11-29 15:31:28",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4564,TL-004564,TEN,221,TEN-00221,SPA-AV,8412,SPA-AV08412,Activo,"Alexandre GOMBA","2023-11-29 15:30:11",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5172,TL-005172,TEN,945,TEN-00945,SPA-BU,4120,SPA-BU04120,Activo,"Alexandre GOMBA","2023-11-29 15:31:30",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11820,TL-011820,TEN,7657,TEN-07657,SPA-SG,9653,SPA-SG09653,Activo,"Alexandre GOMBA","2023-12-12 17:16:31",2023-10-13,Alta,,2014-11-03,2024-11-03,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9132,TL-009132,TEN,4958,TEN-04958,SPA-MA,2832,SPA-MA02832,Activo,"Alexandre GOMBA","2023-11-29 15:40:04",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4491,TL-004491,TEN,52,TEN-00052,SPA-AB,6380,SPA-AB06380,Activo,"Alexandre GOMBA","2023-12-12 17:11:03",2023-10-13,Alta,,2006-04-01,2026-04-01,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11304,TL-011304,TEN,7205,TEN-07205,SPA-SA,5510,SPA-SA05510,Activo,"Alexandre GOMBA","2023-11-29 15:45:28",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12138,TL-012138,TEN,8060,TEN-08060,SPA-SX,7209,SPA-SX07209,Activo,"Alexandre GOMBA","2023-11-29 15:47:23",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13568,TL-013568,TEN,9496,TEN-09496,SPA-VX,1533,SPA-VX01533,Activo,"Alexandre GOMBA","2023-11-29 15:49:40",2023-10-13,Alta,,,,10.0,5105.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5686,TL-005686,TEN,1365,TEN-01365,SPA-BX,929,SPA-BX00929,Activo,"Alexandre GOMBA","2023-11-29 15:32:31",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10670,TL-010670,TEN,6358,TEN-06358,SPA-OR,9450,SPA-OR09450,Activo,"Alexandre GOMBA","2023-11-29 15:52:45",2023-10-13,Alta,,2022-01-01,2025-04-13,1.0,1596.82,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12661,TL-012661,TEN,10974,TEN-10974,SPA-TX,99,SPA-TX00099,Activo,"Alexandre GOMBA","2023-11-29 15:53:30",2023-10-13,Alta,,2022-01-01,2027-11-10,1.0,8846.92,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11925,TL-011925,TEN,7764,TEN-07764,SPA-SO,9989,SPA-SO09989,Activo,"Alexandre GOMBA","2023-12-12 17:16:45",2023-10-13,Alta,,2022-06-06,2032-06-06,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13015,TL-013015,TEN,11024,TEN-11024,SPA-VA,2276,SPA-VA02276,Activo,"Alexandre GOMBA","2023-11-29 15:29:39",2023-10-13,Alta,,2021-11-02,,,4439.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,9153,TL-009153,TEN,4908,TEN-04908,SPA-MA,2917,SPA-MA02917,Activo,"Alexandre GOMBA","2023-11-29 15:52:15",2023-10-13,Alta,,2022-01-01,2026-11-28,1.0,9275.01,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5775,TL-005775,TEN,1563,TEN-01563,SPA-BX,1065,SPA-BX01065,Activo,"Alexandre GOMBA","2023-11-29 15:32:42",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6884,TL-006884,TEN,2616,TEN-02616,SPA-CX,13,SPA-CX00013,Activo,"Alexandre GOMBA","2023-11-29 15:34:58",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11117,TL-011117,TEN,6999,TEN-06999,SPA-PO,6113,SPA-PO06113,Activo,"Alexandre GOMBA","2023-11-29 15:44:57",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14515,TL-014515,TEN,12904,TEN-12904,SPA-JX,8281,SPA-JX08281,Activo,"Alexandre GOMBA","2023-11-29 15:38:26",2023-11-17,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7954,TL-007954,TEN,3726,TEN-03726,SPA-HX,9504,SPA-HX09504,Activo,"Alexandre GOMBA","2023-11-29 15:37:04",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7064,TL-007064,TEN,2822,TEN-02822,SPA-CX,1572,SPA-CX01572,Activo,"Alexandre GOMBA","2023-11-29 15:35:26",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9019,TL-009019,TEN,4817,TEN-04817,SPA-MA,2522,SPA-MA02522,Activo,"Alexandre GOMBA","2023-11-29 15:39:46",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12087,TL-012087,TEN,11703,TEN-11703,SPA-SX,1071,SPA-SX01071,Activo,"Alexandre GOMBA","2023-11-29 15:47:16",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7366,TL-007366,TEN,3179,TEN-03179,SPA-GC,3003,SPA-GC03003,Activo,"Alexandre GOMBA","2023-11-29 15:36:07",2023-10-13,Alta,,,,10.0,4303.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12291,TL-012291,TEN,11979,TEN-11979,SPA-TF,6009,SPA-TF06009,Activo,"Alexandre GOMBA","2023-12-12 17:17:04",2023-10-13,Alta,,2013-03-22,2028-03-22,4.0,10079.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9127,TL-009127,TEN,4954,TEN-04954,SPA-MA,2808,SPA-MA02808,Activo,"Alexandre GOMBA","2023-11-29 15:40:04",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4493,TL-004493,TEN,53,TEN-00053,SPA-AB,6381,SPA-AB06381,Activo,"Alexandre GOMBA","2023-12-12 17:11:03",2023-10-13,Alta,,2009-11-04,2024-11-04,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12072,TL-012072,TEN,8009,TEN-08009,SPA-SX,502,SPA-SX00502,Activo,"Alexandre GOMBA","2023-11-29 15:47:13",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9568,TL-009568,TEN,5177,TEN-05177,SPA-MX,123,SPA-MX00123,Activo,"Alexandre GOMBA","2023-12-12 17:15:04",2023-10-13,Alta,,2014-11-17,2024-11-17,4.0,12511.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13622,TL-013622,TEN,9623,TEN-09623,SPA-VX,3872,SPA-VX03872,Activo,"Alexandre GOMBA","2023-11-29 15:49:44",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14203,TL-014203,TEN,12726,TEN-12726,SPA-HX,9421,SPA-HX09421,Activo,"Alexandre GOMBA","2023-11-22 17:50:03",2023-11-15,Alta,,2022-01-01,2027-01-01,1.0,1215.55,,Mensual,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5751,TL-005751,TEN,1549,TEN-01549,SPA-BX,1011,SPA-BX01011,Activo,"Alexandre GOMBA","2023-11-29 15:32:39",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8984,TL-008984,TEN,4793,TEN-04793,SPA-MA,2444,SPA-MA02444,Activo,"Alexandre GOMBA","2023-11-29 15:39:41",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11811,TL-011811,TEN,7819,TEN-07819,SPA-SG,9547,SPA-SG09547,Activo,"Alexandre GOMBA","2023-11-29 15:46:49",2023-10-13,Alta,,,,10.0,4303.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,5402,TL-005402,TEN,11805,TEN-11805,SPA-BX,266,SPA-BX00266,Activo,"Alexandre GOMBA","2023-11-29 15:29:09",2023-10-13,Alta,,2022-01-01,,1.0,8500.0,,Trimestral,Vencido,,,,,,,,,Fix,,,,Lessor
TL,5444,TL-005444,TEN,1190,TEN-01190,SPA-BX,342,SPA-BX00342,Activo,"Alexandre GOMBA","2023-11-29 15:31:58",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13044,TL-013044,TEN,12173,TEN-12173,SPA-VA,4015,SPA-VA04015,Activo,"Alexandre GOMBA","2023-11-29 15:48:42",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,10224,TL-010224,TEN,6076,TEN-06076,SPA-MX,3882,SPA-MX03882,Activo,"Alexandre GOMBA","2023-11-29 15:42:30",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11265,TL-011265,TEN,7170,TEN-07170,SPA-PX,8029,SPA-PX08029,Activo,"Alexandre GOMBA","2023-11-29 15:45:21",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7805,TL-007805,TEN,3653,TEN-03653,SPA-GU,9285,SPA-GU09285,Activo,"Alexandre GOMBA","2023-11-29 15:36:49",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14806,TL-014806,TEN,17585,TEN-17585,SPA-CX,1753,SPA-CX01753,Activo,"Alexandre GOMBA","2024-01-15 14:29:42",2024-01-15,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12466,TL-012466,TEN,12027,TEN-12027,SPA-TO,55,SPA-TO00055,Activo,"Alexandre GOMBA","2023-11-29 15:48:00",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14488,TL-014488,TEN,12523,TEN-12523,SPA-MX,668,SPA-MX00668,Activo,"Alexandre GOMBA","2023-11-29 15:52:28",2023-11-15,Alta,,2023-04-04,2033-04-04,1.0,8846.92,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12366,TL-012366,TEN,10921,TEN-10921,SPA-TF,6217,SPA-TF06217,Activo,"Alexandre GOMBA","2023-11-29 15:53:22",2023-10-13,Alta,,2022-01-01,2026-06-30,1.0,7972.53,,Semestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6262,TL-006262,TEN,1986,TEN-01986,SPA-CA,5351,SPA-CA05351,Activo,"Alexandre GOMBA","2023-11-29 15:33:50",2023-10-13,Alta,,,,10.0,15610.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,8332,TL-008332,TEN,4085,TEN-04085,SPA-IB,456,SPA-IB00456,Activo,"Alexandre GOMBA","2023-11-29 15:38:04",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7392,TL-007392,TEN,3190,TEN-03190,,,,Activo,"Alexandre GOMBA","2023-11-29 15:36:11",2023-10-13,Alta,,,,10.0,,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11682,TL-011682,TEN,7567,TEN-07567,SPA-SE,2052,SPA-SE02052,Activo,"Alexandre GOMBA","2023-11-29 15:46:32",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,11794,TL-011794,TEN,7810,TEN-07810,SPA-SG,9301,SPA-SG09301,Activo,"Alexandre GOMBA","2023-12-12 17:16:28",2023-10-13,Alta,,2015-12-03,2025-12-03,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,9159,TL-009159,TEN,4980,TEN-04980,SPA-MA,2932,SPA-MA02932,Activo,"Alexandre GOMBA","2023-11-29 15:40:09",2023-10-13,Alta,,,,10.0,20293.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6444,TL-006444,TEN,1935,TEN-01935,SPA-CR,3012,SPA-CR03012,Activo,"Alexandre GOMBA","2023-12-12 17:12:38",2023-10-13,Alta,,2009-07-22,2024-07-22,4.0,17407.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,6154,TL-006154,TEN,1847,TEN-01847,SPA-BX,6109,SPA-BX06109,Activo,"Alexandre GOMBA","2023-11-29 15:33:29",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,4409,TL-004409,TEN,116,TEN-00116,SPA-AB,25,SPA-AB00025,Activo,"Alexandre GOMBA","2023-12-12 17:10:53",2023-10-13,Alta,,2021-12-22,2031-12-22,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,13281,TL-013281,TEN,9210,TEN-09210,SPA-VX,208,SPA-VX00208,Activo,"Alexandre GOMBA","2023-11-29 15:49:06",2023-10-13,Alta,,,,10.0,20884.0,,Trimestral,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,14215,TL-014215,TEN,12738,TEN-12738,SPA-LU,2,SPA-LU00002,Activo,"Alexandre GOMBA","2023-11-22 17:50:05",2023-11-15,Alta,,2022-01-01,2027-01-01,1.0,1215.55,,Mensual,Vencido,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12939,TL-012939,TEN,8731,TEN-08731,SPA-VA,2185,SPA-VA02185,Activo,"Alexandre GOMBA","2023-12-12 17:18:11",2023-10-13,Alta,,2010-07-20,2025-07-20,4.0,14729.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,12438,TL-012438,TEN,12018,TEN-12018,SPA-TO,11,SPA-TO00011,Activo,"Alexandre GOMBA","2023-12-12 17:17:18",2023-10-13,Alta,,2020-12-04,2030-12-04,4.0,21424.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
TL,7461,TL-007461,TEN,3053,TEN-03053,SPA-GI,8546,SPA-GI08546,Activo,"Alexandre GOMBA","2023-12-12 17:13:50",2023-10-13,Alta,,2007-06-05,2027-06-05,4.0,16068.0,,Trimestral,Anticipado,Transferencia,,,,,,,,Fix,,,,Lessor
