"ID de la Hoja de Acceso - prefix","ID de la Hoja de Acceso - number","ID de la Hoja de Acceso","Emplazamiento - prefix","Emplazamiento - number",Emplazamiento,Estado,Autor,"Ultimo cambio","Fecha de CreaciÃ³n","Â¿AutorizaciÃ³n CAE?","VÃ­a de acceso","VehÃ­culo Recomendado","Compuerta de vehÃ­culos (Ancho x Altura)","Escalera (Largo x Ancho)","Escaleras (Largo x Ancho x Altura)","Ascensor (Largo x Ancho x Altura)","Ventana Horario Acceso","Plazo NotificaciÃ³n","Presencia Propietario","Tipo de AutorizaciÃ³n","Condiciones Especiales","Tipo llave","InformaciÃ³n adicional"
AS,13713,AS-13713,LO,5914,LO-005914,Activo,"Delgado Alejandro","2024-01-10 21:05:15",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,8182,AS-08182,LO,369,LO-000369,Activo,"Delgado Alejandro","2024-01-16 11:37:37",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9627,AS-09627,LO,1817,LO-001817,Activo,"Delgado Alejandro","2024-01-16 11:44:03",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9261,AS-09261,LO,1450,LO-001450,Activo,"Delgado Alejandro","2024-01-16 11:42:22",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,"Lunes a viernes de 9:00 a 18:00 (siempre hay gente allÃ­)En caso de urgencia llamar a CRISTINA 651 421 64 pero si esta fuera no podrÃ¡ abrir. Durante las vacaciones, hay gente trabajando.",,
AS,10251,AS-10251,LO,2443,LO-002443,Activo,"Delgado Alejandro","2024-01-16 11:46:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Actualmente la puerta pequeÃ±a de acceso a la nave estÃ¡ rota. Actualizado a 15/06/2014",Locken,"BombÃ­n locken en murete bajo puerta pral y cilindro locken en caseta Orange"
AS,14623,AS-14623,LO,6825,LO-006825,Activo,"Delgado Alejandro","2024-01-16 12:06:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,11846,AS-11846,LO,4039,LO-004039,Activo,"Delgado Alejandro","2024-01-16 11:54:23",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,,,
AS,13363,AS-13363,LO,5564,LO-005564,Activo,"Delgado Alejandro","2024-01-16 12:00:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,14877,AS-14877,LO,7080,LO-007080,Activo,"Delgado Alejandro","2024-01-16 12:07:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10992,AS-10992,LO,3185,LO-003185,Activo,"Delgado Alejandro","2024-01-16 11:50:24",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, SA de 08 a 14, DO de 08 a 14",,,Restringido,"Cuando el Hotel esta cerrado (Noviembre-Febrero) llamar a las oficinas de L a V 971622287 para que localicen a tecnico mantenimiento NSN octubre 2010",,"el contador es accesible con una simple llave GESA desde la calle"
AS,10756,AS-10756,LO,2949,LO-002949,Activo,"Delgado Alejandro","2024-01-16 11:49:25",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,14867,AS-14867,LO,7070,LO-007070,Activo,"Delgado Alejandro","2024-01-16 12:07:37",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,8745,AS-08745,LO,933,LO-000933,Activo,"Delgado Alejandro","2024-01-16 11:40:10",2023-05-25,No,,,,,,,,,,Restringido,,Locken,"Los correctivos tienen acceso listado permanente INSYTE. Tfn Seguridad 934010754"
AS,9155,AS-09155,LO,1344,LO-001344,Activo,"Delgado Alejandro","2024-01-16 11:41:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10487,AS-10487,LO,2680,LO-002680,Activo,"Delgado Alejandro","2024-01-16 11:48:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Cerradura Normal",
AS,13024,AS-13024,LO,5225,LO-005225,Activo,"Delgado Alejandro","2024-01-16 11:59:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13541,AS-13541,LO,5742,LO-005742,Activo,"Delgado Alejandro","2024-01-16 12:01:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11763,AS-11763,LO,3956,LO-003956,Activo,"Delgado Alejandro","2024-01-16 11:54:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,TelÃ©fono,,,
AS,15390,AS-15390,LO,7595,LO-007595,Activo,"Delgado Alejandro","2024-01-16 12:10:01",2023-05-25,No,,,,,,,,,,Restringido,,,"ACCESO L-V a partir de las 17:00 hasta las 20 h.--"
AS,15509,AS-15509,LO,7714,LO-007714,Activo,"Delgado Alejandro","2024-01-16 12:10:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13047,AS-13047,LO,5248,LO-005248,Activo,"Delgado Alejandro","2024-01-16 11:59:23",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12712,AS-12712,LO,4913,LO-004913,Activo,"Delgado Alejandro","2024-01-10 21:02:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"SE PIDE ACOMPAÃAMIENTO A PERSONAL DE ADIF, SEGUN PROTOCOLO , EL ACCESO PUEDE SER DE DIA O DE NOCHE , SEGUN DISPONIBILIDAD DE PERSONAL , NSN actualizado 7/04/2010",,
AS,11447,AS-11447,LO,3640,LO-003640,Activo,"Delgado Alejandro","2024-01-16 11:52:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","CENTRO GRIET-- Se tramita a traves de Seguridad CCN junto con el responsable del Griet.--ccn.seguridad@orange.com CC: fmanuel.fafian@orange.com[Hco]:",Locken,
AS,7980,AS-07980,LO,167,LO-000167,Activo,"Delgado Alejandro","2024-01-16 11:36:42",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14159,AS-14159,LO,6361,LO-006361,Activo,"Delgado Alejandro","2024-01-10 21:06:20",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"solicitar acceso:--por INCIDENCIAS a comunicacionesrrff@produban.com--por TP a david.zueco@orange.com (SE DEBE ENVIAR UNA DOCUMENTACION ESPECIFICA Y SERA DNO EL QUE LA ENVIE)--(E/// 19.5.14)",,
AS,14773,AS-14773,LO,6975,LO-006975,Activo,"Delgado Alejandro","2024-01-16 12:07:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,9888,AS-09888,LO,2079,LO-002079,Activo,"Delgado Alejandro","2024-01-16 11:45:15",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12836,AS-12836,LO,5037,LO-005037,Activo,"Delgado Alejandro","2024-01-16 11:58:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13905,AS-13905,LO,6106,LO-006106,Activo,"Delgado Alejandro","2024-01-16 12:03:06",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12815,AS-12815,LO,5016,LO-005016,Activo,"Delgado Alejandro","2024-01-16 11:58:13",2023-05-25,No,,,,,,,"LU - VI de 08 a 14",,,Restringido,"848429382 TELEFONO--",,
AS,12509,AS-12509,LO,4708,LO-004708,Activo,"Delgado Alejandro","2024-01-16 11:57:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10719,AS-10719,LO,2912,LO-002912,Activo,"Delgado Alejandro","2024-01-16 11:49:15",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Otros,"Para Accesos de 9:00 a 22:00, Enviar FAX con encabezado de Orange con nombres y DNIs para acceder. Puesto de control 959359079",,
AS,9998,AS-09998,LO,2189,LO-002189,Activo,"Delgado Alejandro","2024-01-16 11:45:45",2023-05-25,No,,,Indiferente,,,,,,,"No Restringido",,,
AS,10417,AS-10417,LO,2610,LO-002610,Activo,"Delgado Alejandro","2024-01-16 11:47:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,14545,AS-14545,LO,6747,LO-006747,Activo,"Delgado Alejandro","2024-01-16 12:06:08",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,11087,AS-11087,LO,3280,LO-003280,Activo,"Delgado Alejandro","2024-01-10 20:58:24",2023-05-25,No,,,,,,,"LU - VI de 14 a 20",,,E-Mail,,,
AS,9225,AS-09225,LO,1414,LO-001414,Activo,"Delgado Alejandro","2024-01-16 11:42:15",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,9731,AS-09731,LO,1921,LO-001921,Activo,"Delgado Alejandro","2024-01-16 11:44:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,8291,AS-08291,LO,478,LO-000478,Activo,"Delgado Alejandro","2024-01-10 20:51:33",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,11029,AS-11029,LO,3222,LO-003222,Activo,"Delgado Alejandro","2024-01-10 20:58:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11603,AS-11603,LO,3796,LO-003796,Activo,"Delgado Alejandro","2024-01-16 11:53:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","presidente 2011 Jose Manuel Luque, 4ÂºB, 952 337 127--NSN actualizado 29.8.11",Locken,"COPIA DE LLAVES: 1P (la misma de las dos puertas principales), 1C, 1A, 1Contadores"
AS,13767,AS-13767,LO,5968,LO-005968,Activo,"Delgado Alejandro","2024-01-16 12:02:30",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Otros,"Para acceder hay que solicitar las llaves solicitando el acceso previamente por fax a la policÃ­a local fax:954191236.A/A Jefe de Policia Local y Comprobar la correcta recepciÃ³n en el 954 140 008",Locken,"COMPARTICION CON TME, COD.: 4101351 Y CON VDF,COD.: 6254SE"
AS,14352,AS-14352,LO,6554,LO-006554,Activo,"Delgado Alejandro","2024-01-16 12:05:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,9613,AS-09613,LO,1802,LO-001802,Activo,"Delgado Alejandro","2024-01-16 11:44:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,8545,AS-08545,LO,732,LO-000732,Activo,"Delgado Alejandro","2024-01-16 11:39:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,14006,AS-14006,LO,6207,LO-006207,Activo,"Delgado Alejandro","2024-01-16 12:03:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14586,AS-14586,LO,6788,LO-006788,Activo,"Delgado Alejandro","2024-01-16 12:06:20",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,"Solo podemos acceder en horario comercial o llamÃ¡ndole con antelaciÃ³n (fin de semana no se encuentra en Talavera).",,"Solo podemos acceder en horario comercial o llamÃ¡ndole con antelaciÃ³n (fin de semana no se encuentra en Talavera)."
AS,8028,AS-08028,LO,215,LO-000215,Activo,"Delgado Alejandro","2024-01-16 11:36:55",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,13314,AS-13314,LO,5515,LO-005515,Activo,"Delgado Alejandro","2024-01-16 12:00:35",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,12698,AS-12698,LO,4899,LO-004899,Activo,"Delgado Alejandro","2024-01-16 11:57:54",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,,,
AS,8342,AS-08342,LO,529,LO-000529,Activo,"Delgado Alejandro","2024-01-16 11:38:22",2023-05-25,No,,,,,,,,,,"No Restringido",,Locken,"Locken Orange (llaves en bombin)--Bombin a la derecha del portal--NSN ACTUALIZADO 11.03.2011"
AS,11103,AS-11103,LO,3296,LO-003296,Activo,"Delgado Alejandro","2024-01-16 11:50:55",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"6 copias de llaves: 2 P, 2 A, 2 C"
AS,14002,AS-14002,LO,6203,LO-006203,Activo,"Delgado Alejandro","2024-01-16 12:03:35",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13197,AS-13197,LO,5398,LO-005398,Activo,"Delgado Alejandro","2024-01-16 12:00:04",2023-05-25,No,,,,,,,,,,Restringido,"Los accesos a los centros del Corte Ingles se tramitan a traves de http://ecisip.elcorteingles.es con usuario habilitado. Dudas 913097347--(UCAGECI) NSN diciembre 2009",,"Los accesos a los centros del Corte Ingles se tramitan a traves de http://ecisip.elcorteingles.es con usuario habilitado. Dudas 913097347"
AS,15033,AS-15033,LO,7236,LO-007236,Activo,"Delgado Alejandro","2024-01-16 12:08:25",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14706,AS-14706,LO,6908,LO-006908,Activo,"Delgado Alejandro","2024-01-16 12:06:53",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9709,AS-09709,LO,1899,LO-001899,Activo,"Delgado Alejandro","2024-01-16 11:44:24",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"Emplazamiento propiedad"
AS,12804,AS-12804,LO,5005,LO-005005,Activo,"Delgado Alejandro","2024-01-16 11:58:11",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,E-Mail,"PARA ACCESO REMITIR E-MAIL CONFORME FORMULARIO FACILITADO POR EMPRESA CON RELACIÃN DE PERSONAL -- cgr@iberdrola.es--ATT. LUIS MUÃOZ SEBASTIAN TELF 636 45 95 96",Locken,
AS,14380,AS-14380,LO,6582,LO-006582,Activo,"Delgado Alejandro","2024-01-16 12:05:20",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Otros,"A parte del fax hay que aportar la documentaciÃ³n de riesgos laborales y los TC1, TC2. Cumplir con el procedimiento de acceso del Hotel Mare Nostrum.",Locken,"Caseta de obra con llave Locken. --  14/05/2019 - A partir de ahora enviar coreo a recepcion.panoramica@gmail.com"
AS,15587,AS-15587,LO,7792,LO-007792,Activo,"Delgado Alejandro","2024-01-16 12:10:57",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,10334,AS-10334,LO,2526,LO-002526,Activo,"Delgado Alejandro","2024-01-16 11:47:20",2023-05-25,No,,,,,,,,,,Restringido,"Colegio, acceso con personal Mto MÃ³vil 618 87 94 76",,"Colegio, acceso con personal Mto MÃ³vil 618 87 94 76"
AS,8507,AS-08507,LO,694,LO-000694,Activo,"Delgado Alejandro","2024-01-16 11:39:10",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12415,AS-12415,LO,4612,LO-004612,Activo,"Delgado Alejandro","2024-01-16 11:56:46",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Llaves en Ulises","Llave Abloy","Caseta con llave TESA, llave en Ulises."
AS,11536,AS-11536,LO,3729,LO-003729,Activo,"Delgado Alejandro","2024-01-16 11:52:58",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,9370,AS-09370,LO,1559,LO-001559,Activo,"Delgado Alejandro","2024-01-10 20:54:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","ayuntamiento 927 151 205--mantenimiento RTV Jose Antonio 689 793 244 --NSN actualizado 18.7.11","Llave Abloy",
AS,12816,AS-12816,LO,5017,LO-005017,Activo,"Delgado Alejandro","2024-01-16 11:58:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,E-Mail,"recepcion@hotelmaisonnave.es para solicitar acceso, junto con datos del tecnico y descripcion del trabajo a realizar.NSN actualizado2/12/.09",,
AS,8734,AS-08734,LO,922,LO-000922,Activo,"Delgado Alejandro","2024-01-16 11:40:08",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","OJO : suciedad habitual por la dejadez de todos los operarios que van ha realizar trabajos. DEJAR EL ESPACIO BIEN RECOGIDO Y LIMPIO A IRSE",,"nuevas llaves en el key-box"
AS,10218,AS-10218,LO,2410,LO-002410,Activo,"Delgado Alejandro","2024-01-16 11:46:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Otros,"enviar fax al emplazamiento, horario de acceso de L-V de 8 a 16h--NSN actualizado 28.12.10",,
AS,10411,AS-10411,LO,2604,LO-002604,Activo,"Delgado Alejandro","2024-01-16 11:47:41",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,"SE DEBE ACUDIR SIEMPRE CON ALARMAS DE INFRA EN CUALQUIER CASO.NO asi para INIS menores en nocturno.["
AS,15327,AS-15327,LO,7531,LO-007531,Activo,"Delgado Alejandro","2024-01-16 12:09:45",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12929,AS-12929,LO,5130,LO-005130,Activo,"Delgado Alejandro","2024-01-16 11:58:52",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15559,AS-15559,LO,7764,LO-007764,Activo,"Delgado Alejandro","2024-01-16 12:10:50",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,15221,AS-15221,LO,7425,LO-007425,Activo,"Delgado Alejandro","2024-01-16 12:09:16",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,10291,AS-10291,LO,2483,LO-002483,Activo,"Delgado Alejandro","2024-01-16 11:47:08",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15132,AS-15132,LO,7335,LO-007335,Activo,"Delgado Alejandro","2024-01-10 21:08:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"CORTE INGLES (tb Avd. Francia), solicitar acceso UCAGECI--NSN actualizado 2.12.09",,"El VX0322PT2 se encuentra en el semisotano"
AS,12824,AS-12824,LO,5025,LO-005025,Activo,"Delgado Alejandro","2024-01-16 11:58:15",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,14029,AS-14029,LO,6230,LO-006230,Activo,"Delgado Alejandro","2024-01-16 12:03:43",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12283,AS-12283,LO,4476,LO-004476,Activo,"Delgado Alejandro","2024-01-10 21:01:40",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12612,AS-12612,LO,4812,LO-004812,Activo,"Delgado Alejandro","2024-01-16 11:57:36",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,13245,AS-13245,LO,5446,LO-005446,Activo,"Delgado Alejandro","2024-01-16 12:00:17",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,9383,AS-09383,LO,1572,LO-001572,Activo,"Delgado Alejandro","2024-01-16 11:42:52",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14326,AS-14326,LO,6528,LO-006528,Activo,"Delgado Alejandro","2024-01-16 12:05:05",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Para los accesos nocturnos y de carÃ¡cter urgente por favor, llamar una hora antes y tocar en el 1Âº A de la direcciÃ³n del emplazamiento, es el hijo del propietario y se llama Victor Hernandez",Locken,"3 copias: 1 P, 1 A, 1 mÃ¡stil."
AS,13929,AS-13929,LO,6130,LO-006130,Activo,"Delgado Alejandro","2024-01-16 12:03:13",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13291,AS-13291,LO,5492,LO-005492,Activo,"Delgado Alejandro","2024-01-10 21:04:12",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,10527,AS-10527,LO,2720,LO-002720,Activo,"Delgado Alejandro","2024-01-16 11:48:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,8452,AS-08452,LO,639,LO-000639,Activo,"Delgado Alejandro","2024-01-16 11:38:54",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","El candado tiene el Cdg 0420 o en su defecto el 0110--NSN junio 2010","Llave Abloy",
AS,10648,AS-10648,LO,2841,LO-002841,Activo,"Delgado Alejandro","2024-01-10 20:57:19",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11589,AS-11589,LO,3782,LO-003782,Activo,"Delgado Alejandro","2024-01-16 11:53:14",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,12240,AS-12240,LO,4433,LO-004433,Activo,"Delgado Alejandro","2024-01-16 11:56:08",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"Para acceso fuera de horario sÃ³lo por pÃ©rdida de servicio y cumpliendo protocolo de PRL Gerente JosÃ© Ãngel HernÃ¡ndez 914434326 914095308 648690572 jhernandeza@sacyr.com (contactos desactualizados).",Locken,
AS,14188,AS-14188,LO,6390,LO-006390,Activo,"Delgado Alejandro","2024-01-16 12:04:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"Es necesario avisar a la propiedad para que permitan el acceso cuando se vaya a acudir:mÃ³vil Lucia 616172006 o a su nÃºmero de casa: 942.861685","Llave Abloy",
AS,11059,AS-11059,LO,3252,LO-003252,Activo,"Delgado Alejandro","2024-01-16 11:50:41",2023-05-25,No,,4x4,4x4,,,,"Acceso 24x7x365",,,E-Mail,"solicitar acceso mail:SECRETARIA_GRAL_EVA7@EA.MDE.ES. Enrique Daniel Villedas Martinez del Cerro comandante jefe y fax: 971637047/20 centralita EVA7 971637030 ACT NSN actualizado 08/03/2012",Locken,
AS,9262,AS-09262,LO,1451,LO-001451,Activo,"Delgado Alejandro","2024-01-16 11:42:22",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,,
AS,10028,AS-10028,LO,2219,LO-002219,Activo,"Delgado Alejandro","2024-01-16 11:45:55",2023-05-25,No,,Indiferente,Indiferente,,,,"Acceso 24x7x365",,,"No Restringido","El candado tiene el Cdg 0420 o en su defecto el 0110--NSN junio 2010","Llave Abloy",
AS,9626,AS-09626,LO,1816,LO-001816,Activo,"Delgado Alejandro","2024-01-16 11:44:03",2023-05-25,No,,,,,,,,,,"No Restringido",,,
AS,11251,AS-11251,LO,3444,LO-003444,Activo,"Delgado Alejandro","2024-01-16 11:51:39",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,15477,AS-15477,LO,7682,LO-007682,Activo,"Delgado Alejandro","2024-01-16 12:10:26",2023-05-25,No,,,,,,,,,,Restringido,"Para acceder hay que llamar a la presidenta Josefina Casanova 976 37 68 61. Sin acceso nocturno por ruidos en escalera de acceso. Vecinos no permiten acceder.",Locken,
AS,8044,AS-08044,LO,231,LO-000231,Activo,"Delgado Alejandro","2024-01-16 11:37:00",2023-05-25,No,,,,,,,,,,Restringido,"BombÃ­n jutno puerta acceso edificio--NSNfebrero 2011",Locken,"2021 Mientras se reinstala el cilindro, las llaves estarÃ¡n en el cilindro del AX5407.Llave Loicken ORANGE--NSN febrero 2011."
AS,12322,AS-12322,LO,4515,LO-004515,Activo,"Delgado Alejandro","2024-01-16 11:56:28",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,14840,AS-14840,LO,7043,LO-007043,Activo,"Delgado Alejandro","2024-01-10 21:07:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Empresa ComparticiÃ³n",
AS,7859,AS-07859,LO,45,LO-000045,Activo,"Delgado Alejandro","2024-01-16 11:36:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13425,AS-13425,LO,5626,LO-005626,Activo,"Delgado Alejandro","2024-01-16 12:01:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,12085,AS-12085,LO,4278,LO-004278,Activo,"Delgado Alejandro","2024-01-16 11:55:29",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13432,AS-13432,LO,5633,LO-005633,Activo,"Delgado Alejandro","2024-01-16 12:01:04",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,"Llave Abloy",
AS,14718,AS-14718,LO,6920,LO-006920,Activo,"Delgado Alejandro","2024-01-16 12:06:56",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11040,AS-11040,LO,3233,LO-003233,Activo,"Delgado Alejandro","2024-01-16 11:50:37",2023-05-25,No,,,,,,,"LU - VI de 08 a 14, LU - VI de 14 a 20",,,Restringido,"En horas de oficina (7 a 19) avisar a Angel GarcÃ­a 971752641.--En otras horas, solo para urgencias avisando al gerente (SR. JACINTO ROSSELLÃ 619.00.60.39) y al vigilante (Fernando Serrano 636293711)",Locken,"Cerradura caseta L48F8B7BA"
AS,14069,AS-14069,LO,6271,LO-006271,Activo,"Delgado Alejandro","2024-01-10 21:06:07",2023-05-25,Si,,,,,,,"Acceso 24x7x365",,,Restringido,"Es preceptivo presentar doc de PRL",Locken,"Candado Locken Z5 en vallado"
AS,10165,AS-10165,LO,2357,LO-002357,Activo,"Delgado Alejandro","2024-01-16 11:46:34",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","Avisar al administrador antes de acudir","Llave Abloy",
AS,9500,AS-09500,LO,1689,LO-001689,Activo,"Delgado Alejandro","2024-01-10 20:54:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,"pk ini:309+900 pk fin:310+340 solicitar acceso mediante PIDAME (acceso para el Tunel) y se necesita piloto para que acompaÃ±e al tecnico, ACCESO DE 00.00 A 05.00 NSN actualizado 16.02.10",,
AS,8969,AS-08969,LO,1158,LO-001158,Activo,"Delgado Alejandro","2024-01-16 11:41:09",2023-05-25,No,,,,,,,,,,Restringido,,,
AS,13639,AS-13639,LO,5840,LO-005840,Activo,"Delgado Alejandro","2024-01-16 12:01:59",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,14517,AS-14517,LO,6719,LO-006719,Activo,"Delgado Alejandro","2024-01-16 12:06:01",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,Locken,
AS,13770,AS-13770,LO,5971,LO-005971,Activo,"Delgado Alejandro","2024-01-16 12:02:31",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido","enero 09: Persona de Contacto David Carbajosa 648 286 285","Llave Abloy","Nos entregaron copia de la llave. Dice David Carbajos que si hay cualquier problema nos facilita otra copia"
AS,9571,AS-09571,LO,1760,LO-001760,Activo,"Delgado Alejandro","2024-01-16 11:43:48",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,8180,AS-08180,LO,367,LO-000367,Activo,"Delgado Alejandro","2024-01-16 11:37:36",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,"No Restringido",,,
AS,11944,AS-11944,LO,4137,LO-004137,Activo,"Delgado Alejandro","2024-01-16 11:54:54",2023-05-25,No,,,,,,,"Acceso 24x7x365",,,Restringido,,Locken,
