"ID del Sitio - prefix","ID del Sitio - number","ID del Sitio","Id Emplazamiento - prefix","Id Emplazamiento - number","Id Emplazamiento","Id EnergÃ­a - prefix","Id EnergÃ­a - number","Id EnergÃ­a","Id LegalizaciÃ³n - prefix","Id LegalizaciÃ³n - number","Id LegalizaciÃ³n",Estado,"Nombre del Sitio","Prioridad del Site","CategorÃ­a Site",Host,Description,"Tipo de Site","Next preventive maintenance visit","O&M subcontractor","O&M manager","Coordenadas - Latitude - WGS 84","Coordenadas - Longitude - WGS 84","Coordenadas - Elevation","Teleporte Site Id","Site Sera4","Site Sera4 Info","Sync To Sera4's Site","Sera4 site id","Site total costs","Tag from location","Griet Site","Responsable GRIET","Zona Totem",Observaciones,"Tipo de Infraestructura","Resultado Previabilidad Fibra","Motivo Previabilidad Desfavorable","Causas Abandono","Fecha de RFI","Fecha InstalaciÃ³n Tenant","Fecha Desmantelamiento","Site ID (client)"
SPA-MA,2432,SPA-MA02432,LO,3790,LO-003790,PW,3834,PW-3834,AA,3801,AA-3801,Activo,MA2432,P2,DDEE,,,"Nueva Demanda",,,,36.71207,-4.432641,4.0,,false,,false,,,,false,,RSUR,"CC VIALIA",AZOTEA,,,,,,,MA2432
SPA-CU,2,SPA-CU00002,LO,1958,LO-001958,PW,2009,PW-2009,AA,1973,AA-1973,Activo,CU0002,P3,Macro,,,"Nueva Demanda",,,,40.047597,-3.062274,773.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CU0002
SPA-NA,80,SPA-NA00080,LO,5055,LO-005055,PW,5090,PW-5090,AA,5060,AA-5060,Activo,NA0080,P3,Macro,,,"Nueva Demanda",,,,42.384691,-1.797389,383.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,NA0080
SPA-GC,2010,SPA-GC02010,LO,2463,LO-002463,PW,2510,PW-2510,AA,2477,AA-2477,Activo,GC2010,P3,Macro,,,"Nueva Demanda",,,,29.148778,-13.471263,344.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GC2010
SPA-GU,9221,SPA-GU09221,LO,2813,LO-002813,PW,2860,PW-2860,AA,2827,AA-2827,Activo,GU9221,P3,Macro,,,"Nueva Demanda",,,,40.864788,-3.056327,850.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,GU9221
SPA-TF,6102,SPA-TF06102,LO,6524,LO-006524,PW,6552,PW-6552,AA,6524,AA-6524,Activo,TF6102,P3,Macro,,,"Nueva Demanda",,,,28.467413,-16.285394,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,TF6102
SPA-ZX,30,SPA-ZX00030,LO,7685,LO-007685,PW,7695,PW-7695,AA,7683,AA-7683,Activo,ZX0030,P1,Macro,,,"Nueva Demanda",,,,41.646039,-0.91284,229.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,ZX0030
SPA-CS,47,SPA-CS00047,LO,1857,LO-001857,PW,1911,PW-1911,AA,1872,AA-1872,Activo,CS0047,P2,Macro,,"Jumping VDF","Nueva Demanda",,,,39.936002,-0.108572,0.0,,false,,false,,,,false,,REST,"VODAFONE JUMPING",,,,,,,,CS0047
SPA-SE,9442,SPA-SE09442,LO,6024,LO-006024,PW,6058,PW-6058,AA,6026,AA-6026,Activo,SE9442,P3,Macro,,"ADIF: 327-2013-0039","Nueva Demanda",,,,37.278912,-5.911492,41.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,SE9442
SPA-MX,1790,SPA-MX01790,LO,4584,LO-004584,PW,4626,PW-4626,AA,4593,AA-4593,Activo,MX1790,P3,Micro,,,"Nueva Demanda",,,,40.350253,-3.821322,0.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,MX1790
SPA-MX,1195,SPA-MX01195,LO,4564,LO-004564,PW,4606,PW-4606,AA,4573,AA-4573,Activo,MX1195,P3,Macro,,,"Nueva Demanda",,,,40.430604,-3.703391,660.0,,false,,false,,,,false,,RCEN,"Nos abre el portero de la finca , no hay bomin   NSN actualizado 3/12/2012",AZOTEA,,,,,,,MX1195
SPA-PO,4177,SPA-PO04177,LO,5481,LO-005481,PW,5515,PW-5515,AA,5485,AA-5485,Activo,PO4177,P3,Macro,,,"Nueva Demanda",,,,42.237355,-8.628727,265.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,PO4177
SPA-LX,9815,SPA-LX09815,LO,3752,LO-003752,PW,3796,PW-3796,AA,3764,AA-3764,Activo,LX9815,P3,Macro,,,"Nueva Demanda",,,,42.398475,1.462029,1218.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX9815
SPA-MX,9613,SPA-MX09613,LO,4997,LO-004997,PW,5033,PW-5033,AA,5002,AA-5002,Activo,MX9613,P3,DDEE,,,"Nueva Demanda",,,,40.599496,-3.709019,0.0,,false,,false,,,,false,,RCEN,"Para acceso solicitar a : gerencia@cctrescantos.com - Jose MARIA 695267364  NSN Gnoc actualizado 25-11-2011 Podeis llamar a Jose Carlos al 918063770 ACT NSN 02/01/2012",AZOTEA,,,,,,,MX9613
SPA-PX,8066,SPA-PX08066,LO,5657,LO-005657,PW,5691,PW-5691,AA,5661,AA-5661,Activo,PX8066,P3,Macro,,,"Nueva Demanda",,,,41.931153,-4.487899,723.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,PX8066
SPA-MA,2588,SPA-MA02588,LO,3847,LO-003847,PW,3890,PW-3890,AA,3858,AA-3858,Activo,MA2588,P3,Macro,,,"Nueva Demanda",,,,36.734261,-4.346026,146.0,,false,,false,,,,false,,RSUR,"acceso por la puerta tesa la cual se abre con llave abloy tesa (si queremos arrancar ge). Caseta de OPS esta fuera del recinto de TME por lo que a nuestro equipo no tendremos problemas para llegar con locken orange. NSN actualizado 17.2.14--",TORRE,,,,,,,MA2588
SPA-CU,8455,SPA-CU08455,LO,2002,LO-002002,PW,2053,PW-2053,AA,2017,AA-2017,Activo,CU8455,P3,Macro,,"Jumping VDF","Nueva Demanda",,,,39.34675,-2.496686,0.0,,false,,false,,,,false,,RCEN,"VODAFONE JUMPING",,,,,,,,CU8455
SPA-IB,1179,SPA-IB01179,LO,3271,LO-003271,PW,3318,PW-3318,AA,3283,AA-3283,Activo,IB1179,P3,Macro,,,"Nueva Demanda",,,,39.54285,3.338803,4.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,IB1179
SPA-MA,2516,SPA-MA02516,LO,3819,LO-003819,PW,3862,PW-3862,AA,3830,AA-3830,Activo,MA2516,P3,Macro,,,"Nueva Demanda",,,,36.731309,-4.449655,78.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,MA2516
SPA-LX,9648,SPA-LX09648,LO,3740,LO-003740,PW,3784,PW-3784,AA,3752,AA-3752,Activo,LX9648,P3,Macro,,"RONDA DE PONENT C/ JOSEP JACQUES PIÃOL","Nueva Demanda",,,,41.624287,0.884004,614.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX9648
SPA-SS,182,SPA-SS00182,LO,6190,LO-006190,PW,6223,PW-6223,AA,6190,AA-6190,Activo,SS0182,P3,DDEE,,"ESTADIO MUNICIPAL DE ANOETA (REAL SOCIEDAD)","Nueva Demanda",,,,43.301844,-1.973972,25.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SS0182
SPA-ZX,136,SPA-ZX00136,LO,7713,LO-007713,PW,7722,PW-7722,AA,7711,AA-7711,Desmantelado,ZX0136,P3,Macro,,,"Nueva Demanda",,,,41.588826,-0.921761,300.0,,false,,false,,,,false,,REST,"CENTRO GRIET - LA TORRE ES DE VDF: 053256 Z_VALDECONSEJO",TORRE,,,,,,,ZX0136
SPA-TX,7616,SPA-TX07616,LO,6841,LO-006841,PW,6862,PW-6862,AA,6840,AA-6840,Activo,TX7616,P1,Macro,,"ED. VILLA ARAGÃN","Nueva Demanda",,,,41.14454,1.410929,6.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,TX7616
SPA-CU,8507,SPA-CU08507,LO,2025,LO-002025,PW,2076,PW-2076,AA,2040,AA-2040,Activo,CU8507,P3,Macro,,,"Nueva Demanda",,,,39.847341,-2.992859,765.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CU8507
SPA-MX,4451,SPA-MX04451,LO,4809,LO-004809,PW,4848,PW-4848,AA,4816,AA-4816,Activo,MX4451,P3,Macro,,"TRYP MELIA: TRYP GRAN VÃA","Nueva Demanda",,,,40.419804,-3.70223,705.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX4451
SPA-VX,4380,SPA-VX04380,,,-,,,-,,,-,Viabilidad,VX4380,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,Fachada,,,,,,,
SPA-CS,251,SPA-CS00251,LO,1922,LO-001922,PW,1974,PW-1974,AA,1937,AA-1937,Desmantelado,CS0251,P3,Macro,,,"Nueva Demanda",,,,39.829833,-0.272758,300.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,CS0251
SPA-GR,5704,SPA-GR05704,LO,2673,LO-002673,PW,2720,PW-2720,AA,2687,AA-2687,Activo,GR5704,P3,Macro,,,"Nueva Demanda",,,,37.351643,-3.296389,1180.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,GR5704
SPA-LE,1692,SPA-LE01692,LO,3465,LO-003465,PW,3512,PW-3512,AA,3477,AA-3477,Activo,LE1692,P3,Macro,,,"Nueva Demanda",,,,42.492282,-6.814898,740.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,LE1692
SPA-GC,194,SPA-GC00194,LO,2411,LO-002411,PW,2458,PW-2458,AA,2425,AA-2425,Activo,GC0194,P3,Macro,,,"Nueva Demanda",,,,28.152655,-15.430562,20.0,,false,,false,,,,false,,RCEN,"Build ya dispone de la carta de condiciones por parte de endesa, para solicitar el contador propio de este emplazamiento. act SM 01/06/16",AZOTEA,,,,,,,GC0194
SPA-SS,5646,SPA-SS05646,LO,6245,LO-006245,PW,6277,PW-6277,AA,6245,AA-6245,Activo,SS5646,P3,Macro,,,"Nueva Demanda",,,,43.083814,-2.33174,150.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SS5646
SPA-CS,60,SPA-CS00060,LO,1866,LO-001866,PW,16037,PW-16037,AA,1881,AA-1881,Desmantelado,CS0060,P3,Macro,,VALR8867,"Nueva Demanda",,,,39.890208,-0.085261,13.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,CS0060
SPA-AB,6342,SPA-AB06342,LO,70,LO-000070,PW,137,PW-0137,AA,70,AA-0070,Activo,AB6342,P3,Macro,,,"Nueva Demanda",,,,38.948856,-2.34929,923.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,AB6342
SPA-VI,8745,SPA-VI08745,LO,7181,LO-007181,PW,7198,PW-7198,AA,7180,AA-7180,Activo,VI8745,P3,Macro,,,"Nueva Demanda",,,,43.033363,-2.574138,492.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VI8745
SPA-GI,31,SPA-GI00031,LO,2515,LO-002515,PW,2561,PW-2561,AA,2529,AA-2529,Activo,GI0031,P3,Macro,,,"Nueva Demanda",,,,42.071447,2.884974,90.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,GI0031
SPA-ZX,552,SPA-ZX00552,LO,7786,LO-007786,PW,7796,PW-7796,AA,7784,AA-7784,Activo,ZX0552,P2,Macro,,,"Nueva Demanda",,,,41.493251,-0.531111,161.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,ZX0552
SPA-MX,1374,SPA-MX01374,LO,4572,LO-004572,PW,4614,PW-4614,AA,4581,AA-4581,Activo,MX1374,P3,Macro,,,"Nueva Demanda",,,,40.453588,-3.678192,669.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX1374
SPA-BX,861,SPA-BX00861,LO,1028,LO-001028,PW,1084,PW-1084,AA,1044,AA-1044,Activo,BX0861,P3,Macro,,,"Nueva Demanda",,,,41.370584,2.169541,60.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,BX0861
SPA-VX,1005,SPA-VX01005,LO,7400,LO-007400,PW,7413,PW-7413,AA,7398,AA-7398,Activo,VX1005,P3,Macro,,,"Nueva Demanda",,,,39.474126,-0.388096,20.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1005
SPA-HU,9500,SPA-HU09500,LO,2904,LO-002904,PW,2951,PW-2951,AA,2918,AA-2918,Activo,HU9500,P3,"PeticiÃ³n Cliente",,"CLIENTE ENEL - CH CANELLES","Nueva Demanda",,,,41.976213,0.611922,447.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,HU9500
SPA-CO,7017,SPA-CO07017,LO,1621,LO-001621,PW,1679,PW-1679,AA,1636,AA-1636,Activo,CO7017,P3,Macro,,,"Nueva Demanda",,,,37.865625,-4.781806,94.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,CO7017
SPA-CO,7003,SPA-CO07003,LO,1612,LO-001612,PW,1670,PW-1670,AA,1627,AA-1627,Activo,CO7003,P3,DDEE,,"ECI CÃRDOBA (0911) RONDA DE LOS TEJARES","Nueva Demanda",,,,37.887958,-4.782943,124.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,CO7003
SPA-TO,408,SPA-TO00408,LO,6715,LO-006715,PW,6736,PW-6736,AA,6715,AA-6715,Activo,TO0408,P3,Macro,,,"Nueva Demanda",,,,39.83021,-3.488013,704.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TO0408
SPA-HX,9657,SPA-HX09657,LO,2971,LO-002971,PW,3017,PW-3017,AA,2985,AA-2985,Activo,HX9657,P3,Macro,,,"Nueva Demanda",,,,37.922521,-6.729931,642.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,HX9657
SPA-GC,9191,SPA-GC09191,LO,2504,LO-002504,PW,2550,PW-2550,AA,2518,AA-2518,Activo,GC9191,P3,Macro,,,"Nueva Demanda",,,,28.089045,-15.489833,325.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,GC9191
SPA-BX,3503,SPA-BX03503,LO,8429,LO-008429,,,-,,,-,Activo,BX3503,P3,Macro,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-BX,1013,SPA-BX01013,LO,1099,LO-001099,PW,1155,PW-1155,AA,1115,AA-1115,Activo,BX1013,P1,Macro,,,"Nueva Demanda",,,,41.285564,1.978494,18.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX1013
SPA-BX,6410,SPA-BX06410,LO,1442,LO-001442,PW,1500,PW-1500,AA,1458,AA-1458,Activo,BX6410,P3,Micro,,,"Nueva Demanda",,,,41.391087,2.175413,16.0,,false,,false,,,,false,,REST,"Circuito AMEL00423  LL TESA 08100001646251",AZOTEA,,,,,,,BX6410
SPA-BX,997,SPA-BX00997,LO,1090,LO-001090,PW,1146,PW-1146,AA,1106,AA-1106,Activo,BX0997,P3,Macro,,,"Nueva Demanda",,,,41.625979,1.421395,712.0,,false,,false,,,,false,,REST,,TORRE,,,,,,,BX0997
SPA-MA,2748,SPA-MA02748,LO,3884,LO-003884,PW,3928,PW-3928,AA,3895,AA-3895,Activo,MA2748,P3,Macro,,,"Nueva Demanda",,,,36.48705,-4.953548,3.0,,false,,false,,,,false,,RSUR,"952813747--CristÃ³bal (mantenimiento): 696072646--Para acceder con furgoneta, grua, etc ha de ser antes de las 9:00h de la maÃ±ana.",AZOTEA,,,,,,,MA2748
SPA-HX,9561,SPA-HX09561,LO,2946,LO-002946,PW,2992,PW-2992,AA,2960,AA-2960,Activo,HX9561,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,37.780857,-6.863678,346.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,HX9561
SPA-PX,7733,SPA-PX07733,LO,5623,LO-005623,PW,5657,PW-5657,AA,5627,AA-5627,Activo,PX7733,P1,Macro,,,"Nueva Demanda",,,,42.004117,-4.532781,740.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,PX7733
SPA-CX,285,SPA-CX00285,LO,2115,LO-002115,PW,2165,PW-2165,AA,2130,AA-2130,Activo,CX0285,P3,Macro,,,"Nueva Demanda",,,,42.876438,-8.544702,250.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,CX0285
SPA-HU,7204,SPA-HU07204,LO,2884,LO-002884,PW,2931,PW-2931,AA,2898,AA-2898,Activo,HU7204,P3,Macro,,,"Nueva Demanda",,,,42.106205,0.487842,730.0,,false,,false,,,,false,,REST,,,,,,,,,HU7204
SPA-MX,2566,SPA-MX02566,,,-,,,-,,,-,Viabilidad,MX2566,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX2566
SPA-MX,1230,SPA-MX01230,LO,4567,LO-004567,PW,4609,PW-4609,AA,4576,AA-4576,Activo,MX1230,P3,Macro,,,"Nueva Demanda",,,,40.394141,-3.726902,626.0,,false,,false,,,,false,,RCEN,"SEGUIR EL PROTOCOLO DE ACCESO",AZOTEA,,,,,,,MX1230
SPA-OR,9958,SPA-OR09958,LO,5197,LO-005197,PW,5232,PW-5232,AA,5202,AA-5202,Activo,OR9958,P3,Macro,,,"Nueva Demanda",,,,42.444595,-7.786721,490.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OR9958
SPA-CA,4804,SPA-CA04804,LO,1507,LO-001507,PW,1565,PW-1565,AA,1523,AA-1523,Activo,CA4804,P3,Macro,,,"Nueva Demanda",,,,36.683491,-6.135022,51.0,,false,,false,,,,false,,RSUR,"ojo posible CT  a favor de Telecom IbÃ©rica. SeptÂ´15",AZOTEA,,,,,,,CA4804
SPA-VX,1059,SPA-VX01059,LO,7430,LO-007430,PW,7443,PW-7443,AA,7428,AA-7428,Viabilidad,VX1059,P3,Macro,,"VALR-E-B-0059    + SOLITEL","Nueva Demanda",,,,39.456632,-0.392859,26.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,VX1059
SPA-CX,2418,SPA-CX02418,,,-,,,-,,,-,Viabilidad,CX2418,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,
SPA-CR,3074,SPA-CR03074,LO,1737,LO-001737,PW,1794,PW-1794,AA,1752,AA-1752,Activo,CR3074,P3,Macro,,,"Nueva Demanda",,,,38.566725,-2.931755,950.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,CR3074
SPA-MX,445,SPA-MX00445,LO,4399,LO-004399,PW,4441,PW-4441,AA,4409,AA-4409,Activo,MX0445,P3,Macro,,,"Nueva Demanda",,,,40.380303,-3.786621,690.0,,false,,false,,,,false,,RCEN,"IMPORTANTE Con esta propiedad, ?0? contactos por favor Se estÃ¡ canalizando a travÃ©s de Legal y Assest REPLIEGUE GUARDA DE LA FINCA ARCADIO : 609 16 15 17 NSN actaalizado 13/12/2013",TORRE,,,,,,,MX0445
SPA-BI,876,SPA-BI00876,LO,595,LO-000595,PW,652,PW-0652,AA,595,AA-0595,Activo,BI0876,P3,Macro,,"HOSPITAL SAN ELOY","Nueva Demanda",,,,43.296723,-2.993589,30.0,,false,,false,,,,false,,RNOR,,AZOTEA,,,,,,,BI0876
SPA-GI,8548,SPA-GI08548,LO,2557,LO-002557,PW,2603,PW-2603,AA,2571,AA-2571,Activo,GI8548,P3,Macro,,"JUMPING VDF","Nueva Demanda",,,,42.262523,3.154537,3.0,,false,,false,,,,false,,REST,,,,,,,,,GI8548
SPA-MX,6603,SPA-MX06603,LO,4952,LO-004952,PW,4991,PW-4991,AA,4959,AA-4959,Activo,MX6603,P3,"PeticiÃ³n Cliente",,,"Nueva Demanda",,,,40.430811,-3.715389,698.0,,false,,false,,,,false,,RCEN,"TIENDA ORANGE MADRID C ALBERTO AGUILERA 68 laura.perez@orange.com, alberto.pantoja@orange.com, antonio.rizquez@orange.com",Fachada,,,,,,,MX6603
SPA-CR,3421,SPA-CR03421,LO,1799,LO-001799,PW,1856,PW-1856,AA,1814,AA-1814,Desmantelado,CR3421,P3,Macro,,,"Nueva Demanda",,,,38.76325,-3.382383,708.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,CR3421
SPA-BX,1350,SPA-BX01350,LO,1146,LO-001146,PW,1201,PW-1201,AA,1162,AA-1162,Activo,BX1350,P1,Macro,,"CASTELLA S/N","Nueva Demanda",,,,41.464264,2.209271,0.0,,false,,false,,,,false,,REST,"Es un site municipal donde ambos operadores tenemos contrato independiente con el ayuntamiento. Se trata de un site con 2 radomos (uno de VDF y otro de OSP) con caseta de OSP.",AZOTEA,,,,,,,BX1350
SPA-CX,464,SPA-CX00464,LO,2157,LO-002157,PW,2207,PW-2207,AA,2172,AA-2172,Activo,CX0464,P1,Macro,,,"Nueva Demanda",,,,42.789176,-8.99549,121.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,CX0464
SPA-GI,8505,SPA-GI08505,LO,2540,LO-002540,PW,2586,PW-2586,AA,2554,AA-2554,Desmantelado,GI8505,P3,Macro,,,"Nueva Demanda",,,,41.973269,2.827818,73.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,GI8505
SPA-OX,1361,SPA-OX01361,LO,5302,LO-005302,PW,5335,PW-5335,AA,5306,AA-5306,Activo,OX1361,P1,Macro,,,"Nueva Demanda",,,,43.388454,-5.699668,223.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,OX1361
SPA-SE,321,SPA-SE00321,LO,5830,LO-005830,PW,5864,PW-5864,AA,5834,AA-5834,Activo,SE0321,P3,Macro,,,"Nueva Demanda",,,,37.338577,-5.935455,37.0,,false,,false,,,,false,,RSUR,,AZOTEA,,,,,,,SE0321
SPA-VX,4510,SPA-VX04510,,,-,,,-,,,-,Viabilidad,VX4510,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,
SPA-CO,7243,SPA-CO07243,LO,1660,LO-001660,PW,1717,PW-1717,AA,1675,AA-1675,Activo,CO7243,P3,Macro,,,"Nueva Demanda",,,,37.773023,-4.218363,421.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,CO7243
SPA-SG,9656,SPA-SG09656,LO,6096,LO-006096,PW,6130,PW-6130,AA,6098,AA-6098,Activo,SG9656,P3,Macro,,,"Nueva Demanda",,,,41.144395,-3.906513,1091.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9656
SPA-TF,6504,SPA-TF06504,LO,6603,LO-006603,PW,6624,PW-6624,AA,6603,AA-6603,Activo,TF6504,P1,Macro,,,"Nueva Demanda",,,,28.371512,-16.689621,200.0,,false,,false,,,,false,,RCEN,"Propiedad muy molesta por la ruidos que hacen los tÃ©cnicos por la noche y la suciedad que dejan. Ha recibido una queja por este motivo desde el Ayto. Si continuamos en este lÃ­nea nos denunciara por incumplimiento. act SM 25/04/16",AZOTEA,,,,,,,TF6504
SPA-GC,1189,SPA-GC01189,,,-,,,-,,,-,Viabilidad,GC1189,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,
SPA-ZA,6952,SPA-ZA06952,LO,7642,LO-007642,PW,7653,PW-7653,AA,7640,AA-7640,Activo,ZA6952,P3,Macro,,,"Nueva Demanda",,,,42.089823,-5.719218,736.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,ZA6952
SPA-VA,2237,SPA-VA02237,LO,7070,LO-007070,PW,7088,PW-7088,AA,7069,AA-7069,Activo,VA2237,P3,Macro,,,"Nueva Demanda",,,,42.042752,-5.307634,763.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,VA2237
SPA-MA,2785,SPA-MA02785,LO,3896,LO-003896,PW,3940,PW-3940,AA,3907,AA-3907,Activo,MA2785,P3,Macro,,,"Nueva Demanda",,,,36.516448,-4.820297,20.0,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,MA2785
SPA-MX,6358,SPA-MX06358,LO,4921,LO-004921,PW,4960,PW-4960,AA,4928,AA-4928,Activo,MX6358,P2,DDEE,,,"Nueva Demanda",,,,40.466439,-3.613029,0.0,,false,,false,,,,false,,RCEN,,AZOTEA,,,,,,,MX6358
SPA-SE,3303,SPA-SE03303,,,-,,,-,,,-,Viabilidad,SE3303,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,RSUR,,TORRE,,,,,,,
SPA-AV,8801,SPA-AV08801,LO,209,LO-000209,PW,273,PW-0273,AA,208,AA-0208,Activo,AV8801,P2,Macro,,,"Nueva Demanda",,,,40.309204,-4.951901,1654.0,,false,,false,,,,false,,RNOR,Ayuntamiento,TORRE,,,,,,,AV8801
SPA-MU,8303,SPA-MU08303,,,-,,,-,,,-,Viabilidad,MU8303,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,"REPLIEGUE MU0064",AZOTEA,,,,,,,MU8303
SPA-LX,9485,SPA-LX09485,LO,3734,LO-003734,PW,3778,PW-3778,AA,3746,AA-3746,Activo,LX9485,P2,Macro,,,"Nueva Demanda",,,,42.477864,0.869118,,,false,,false,,,,false,,REST,,TORRE,,,,,,,LX9485
SPA-BX,4306,SPA-BX04306,,,-,,,-,,,-,Viabilidad,BX4306,P3,,,,Repliegue,,,,,,,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,BX4306
SPA-PX,84,SPA-PX00084,,,-,,,-,,,-,Viabilidad,PX0084,P3,,,,"Nueva Demanda",,,,,,,,false,,false,,,,false,,RNOR,,Marquesina,,,,,,,
SPA-TF,6217,SPA-TF06217,LO,6555,LO-006555,PW,6581,PW-6581,AA,6555,AA-6555,Activo,TF6217,P1,Macro,,,"Nueva Demanda",,,,28.04878,-16.623608,145.0,,false,,false,,,,false,,RCEN,,TORRE,,,,,,,TF6217
SPA-CX,1780,SPA-CX01780,LO,2232,LO-002232,PW,2283,PW-2283,AA,634,AA-0634,Activo,CX178C,P3,"PeticiÃ³n Cliente",,"CENTRO LOGISTICO INDITEX NARON","Nueva Demanda",,,,43.528603,-8.199473,30.0,,false,,false,,,,false,,RNOR,,"EDIFICIO TECNICO",,,,,,,CX178C
SPA-LX,286,SPA-LX00286,LO,3693,LO-003693,PW,3737,PW-3737,AA,3705,AA-3705,Activo,LX0286,P3,DDEE,,"HOTEL NASTASI","Nueva Demanda",,,,41.630769,0.596793,189.0,,false,,false,,,,false,,REST,,AZOTEA,,,,,,,LX0286
SPA-VX,114,SPA-VX00114,LO,7278,LO-007278,PW,7294,PW-7294,AA,7277,AA-7277,Activo,VX0114,P3,Macro,,"BTS VALR0734","Nueva Demanda",,,,39.465996,-0.36500356,12.0,,false,,false,,,,false,,REST,solitel,AZOTEA,,,,,,,VX0114
SPA-AB,6349,SPA-AB06349,LO,73,LO-000073,PW,140,PW-0140,AA,73,AA-0073,Activo,AB6349,P2,Macro,,"JUMPING VDF","Nueva Demanda",,,,38.86998,-1.099761,0.0,,false,,false,,,,false,,RCEN,"VODAFONE JUMPING",AZOTEA,,,,,,,AB6349
SPA-PO,7014,SPA-PO07014,LO,5610,LO-005610,PW,5644,PW-5644,AA,5614,AA-5614,Activo,PO7014,P3,Macro,,"ADIF: PONTEVEDRA: 328-2015-0288","Nueva Demanda",,,,42.420717,-8.635156,20.0,,false,,false,,,,false,,RNOR,"302949 PONTEVEDRA. OCUPACION TERREO COMPARTIDO PARA ANTENA DE TELEFONIA MOVIL",TORRE,,,,,,,PO7014
SPA-SG,9520,SPA-SG09520,LO,6082,LO-006082,PW,6116,PW-6116,AA,6084,AA-6084,Activo,SG9520,P3,Macro,,,"Nueva Demanda",,,,41.133769,-3.790152,1118.0,,false,,false,,,,false,,RNOR,,TORRE,,,,,,,SG9520
