"ID de energía - prefix","ID de energía - number","ID de energía","Id Site - prefix","Id Site - number","Id Site","Fecha última modificación","Tipo de Suministro",Estado,"Lista temporal","¿Posibilidad de acometida propia?","¿Posibilidad de cesión temporal?","¿Posibilidad de cesión?","¿Posibilidad de conexión propia?","Potencia Prevista","Tensión de suministro","Potencia disponible en propiedad (kW)","Maxima potencia permisible","Punto de conexion de Propiedad","Tipo de sistema Off Grid","Potencia nominal Sistema Off Grid (kW)","Potencia máxima Sistema Off Grid (kW)","Fecha primera instalacion sistema Off Grid","Fecha última actualización mayor sistema Off Grid","Potencia máxima admisible en BIE","Potencia máxima admisible en APM","Potencia máxima contratable Distribuidora","Potencia derechos de enganche (kW)","Potencia derechos de acceso (kW)",CUPS,"Compañía Eléctrica (Comercializadora)","Compañía Eléctrica (Distribuidora)","Número de Contrato Energía","Número de Contrato de Acceso","Tipo de contratación","Voltaje (V)","Tipo Voltaje","Potencia Contratada (Kw) Periodo 1","Potencia Contratada (Kw) Periodo 2","Potencia Contratada (Kw) Periodo 3","Potencia Contratada (Kw) Periodo 4","Potencia Contratada (Kw) Periodo 5","Potencia Contratada (Kw) Periodo 6","Tarifa Acceso","Modo de Facturación","Tipo de Contador","Propiedad del Contador","Ubicación del contador","Número de Contador","Disponibilidad de ICP","Centro de Transformación Asociado","Empresa Inspección Asignada","Número de Contrato","Fecha Contrato CT","Número de Registro Industria","Fecha de Registro Industria","Autoconsumo en el sitio","Número de paneles solares","Potencia panel solar (Wp)","Modelo de panel y fabricante","Potencia total FV (kWp)","Inversor de potencia nominal (kWn)","Modelo de inversor y fabricante","Tipo de contrato de autoconsumo","Nº registro de Industria Suministro","Fecha de Registro Industria Autoconsumo","Nº contrato con Comercializadora","Fecha contrato Suministro","Tensión de suministro (V)","Consumo medio actual (kW)","Consumo medio futuro (kW)","Consumo máximo futuro sin A/A (kW)","Consumo medio futuro con A/A (kW)","Consumo máximo futuro con A/A (kW)","Capacidad total de baterías (Ah)","Fecha Alta","Fecha Efectiva Baja","Fecha Solicitud Baja","Potencia instalada","Punto de conexión","Sección de derivación individual","Interruptor general automatico","Creation Date","Diferencial General","Estado Contrato","Fecha Próxima Revision","Fecha Próxima Inspección"
PW,380,PW-0380,SPA-AX,5554,SPA-AX05554,"2023-10-18 21:52:44","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,20.785,0.0,20.785,20.785,20.785,ES0021000010217804DM,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684108975,219938337,"Mercado Libre",3x400,Trifásico,17.321,17.321,17.321,17.321,17.321,20.785,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4","En Propiedad",,88510887,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,427,PW-0427,SPA-AX,6496,SPA-AX06496,"2023-10-18 21:52:57","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1370,PW-1370,SPA-BX,2694,SPA-BX02694,"2023-10-18 21:55:25","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2142,PW-2142,SPA-CX,136,SPA-CX00136,"2023-11-15 18:14:30","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.86,0.0,13.86,13.856,13.856,ES0022000009063249WV,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686207932,1000603231,"Mercado Libre",3x400,Trifásico,13.856,13.856,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,100045201,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,7220,PW-7220,SPA-VI,9007,SPA-VI09007,"2023-10-18 22:12:43","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2087,PW-2087,SPA-CU,8527,SPA-CU08527,"2023-10-18 21:46:09","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1121,PW-1121,SPA-BX,952,SPA-BX00952,"2023-11-15 18:06:19","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,20.785,,20.785,15.001,15.001,ES0031405507097002WX0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",684069581,500004048483,"Mercado Libre",3x380,Trifásico,7.0,7.0,7.0,7.0,7.0,15.001,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,50954700,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,4341,PW-4341,SPA-MX,216,SPA-MX00216,"2023-11-15 18:01:54","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,21.0,0.0,21.0,21.0,21.0,ES0021000005051462AS,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684384115,216525676,"Mercado Libre",3x380,Trifásico,21.0,21.0,21.0,21.0,21.0,21.0,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4","En Propiedad",,95314091,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6056,PW-6056,SPA-SE,9343,SPA-SE09343,"2023-11-15 18:24:37","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,10.392,,10.392,10.392,10.392,ES0031104346570001VC0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686201838,500004054549,"Mercado Libre",3x400,Trifásico,10.392,10.392,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,400078331,false,false,,,,,,Si,9.0,400.0,,3.6,,,,,,,,,,,,,,,,,,,,,32.0,2023-05-10,,,,
PW,188,PW-0188,SPA-AL,8942,SPA-AL08942,"2023-12-12 13:19:25","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,14.0,,14.0,13.856,13.856,ES0031103695687001AT0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686178762,500004049373,"Mercado Libre",3x400,Trifásico,13.164,13.164,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,233875.0,false,false,,,,,,Si,12.0,390.0,,4.68,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,7538,PW-7538,SPA-VX,1435,SPA-VX01435,"2023-11-15 18:12:13","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,0.0,6.6,6.6,6.6,6.6,ES0021000010975006HR,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684378103,231372486,"Mercado Libre",3x15000,"Alta Tensión",6.6,6.6,6.6,6.6,6.6,6.6,6.1TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,638447.0,false,true,"ELECTRO XXI",13432000000D11,2014-07-30,13110014151,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,"En Vigor",,2021-04-19
PW,5826,PW-5826,SPA-SE,147,SPA-SE00147,"2023-11-15 18:23:48","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,,9.2,9.2,9.2,ES0031102267373002SP0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683842353,500004047216,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,11194184,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,337,PW-0337,SPA-AX,366,SPA-AX00366,"2023-10-18 21:52:32","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2498,PW-2498,SPA-GC,1905,SPA-GC01905,"2023-11-15 18:00:55","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,18.436,,18.436,10.392,10.392,ES0031601257368001JM,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686168290,500004045861,"Mercado Libre",3x400,Trifásico,10.392,10.392,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,193748.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,5380,PW-5380,SPA-OX,6302,SPA-OX06302,"2023-11-15 18:17:34","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,17.3,0.0,17.3,13.86,13.86,ES0026000000882106HA0F,"IBERDROLA CLIENTES, S.A.U.","HIDROCANTÁBRICO DISTRIBUCIÓN ELÉCTRICA S.A.U",684088289,1005795452,"Mercado Libre",3x400,Trifásico,13.86,13.86,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,45433791,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1348,PW-1348,SPA-BX,2526,SPA-BX02526,"2023-11-15 18:07:03","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,10.35,,10.35,10.35,10.35,ES0031408506382001TR0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",684074370,500004056200,"Mercado Libre",1x230,Monofásico,10.35,10.35,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,201475020,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,5067,PW-5067,SPA-NA,39,SPA-NA00039,"2023-11-15 18:16:27","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,17.4,0.0,14.49,14.49,14.49,ES0021000010323677ND,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684398473,221168862,"Mercado Libre",1x230,Monofásico,14.49,14.49,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,411923.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6283,PW-6283,SPA-SS,5710,SPA-SS05710,"2023-11-15 18:19:45","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.9,0.0,6.6,6.6,6.6,ES0021000003168047LR,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684152368,220188464,"Mercado Libre",1x220,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,99309723,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,5366,PW-5366,SPA-OX,6002,SPA-OX06002,"2023-10-18 22:08:46","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1620,PW-1620,SPA-CC,6314,SPA-CC06314,"2024-01-05 11:00:52","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,,,,25.0,24.5,ES0102050222981801HR,"IBERDROLA CLIENTES, S.A.U.","ELECTRICAS PITARCH DISTRIBUCION SLU",683889588,229818.0,"Mercado Libre",3x400,Trifásico,24.5,24.5,24.5,24.5,24.5,24.5,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,,false,true,"GARTEL TELEFONIA Y COMUNICACION, S.L.",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,"En Vigor",,2019-11-07
PW,6634,PW-6634,SPA-TF,6921,SPA-TF06921,"2023-10-18 21:51:33","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2542,PW-2542,SPA-GC,8183,SPA-GC08183,"2023-11-15 18:01:04","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,3.45,,3.45,3.45,3.45,ES0031607102509005XZ,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683845860,500004046363,"Mercado Libre",1x230,Monofásico,6.9,6.9,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3174,PW-3174,SPA-IB,248,SPA-IB00248,"2023-11-15 18:08:56","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,,9.2,9.2,9.2,ES0031500151381002WT0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",686189577,500004046526,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,22745.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,32.0,2023-05-10,,,,
PW,5152,PW-5152,SPA-OR,8739,SPA-OR08739,"2023-11-15 18:16:46","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,3.45,0.0,3.45,3.45,3.45,ES0022000009131189NS,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686212460,1000610427,"Mercado Libre",1x230,Monofásico,3.45,3.45,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1190,PW-1190,SPA-BX,1281,SPA-BX01281,"2023-10-18 21:54:41","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3384,PW-3384,SPA-JX,8323,SPA-JX08323,"2023-11-15 18:22:43","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,,9.2,9.2,9.2,ES0031105321093001YW,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683896325,500004047846,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6873,PW-6873,SPA-TX,7633,SPA-TX07633,"2023-11-15 18:10:39","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,11.5,,11.5,11.5,11.5,ES0031405956560001JE0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683848562,500004048034,"Mercado Libre",1x230,Monofásico,11.5,11.5,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,800318207,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,4045,PW-4045,SPA-MA,3930,SPA-MA03930,"2023-11-15 18:23:29","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,6.9,,6.9,6.6,6.6,ES0031104151150001HA0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683839226,500004046130,"Mercado Libre",1x230,Monofásico,6.6,6.6,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,301929005,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2781,PW-2781,SPA-GR,9641,SPA-GR09641,"2023-10-18 22:14:46","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,4136,PW-4136,SPA-MU,239,SPA-MU00239,"2023-11-15 18:09:57","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,11.5,0.0,14.49,11.5,11.5,ES0021000011512486HV,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684134330,248333860,"Mercado Libre",1x230,Monofásico,11.5,11.5,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,38754491,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,5054,PW-5054,SPA-NA,11,SPA-NA00011,"2023-10-18 22:07:28","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,34.64,0.0,24.249,24.249,24.249,ES0021000010326313NT,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684130178,221206334,"Mercado Libre",3x400,Trifásico,24.249,24.249,24.249,24.249,24.249,24.249,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,166039873,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2480,PW-2480,SPA-GC,318,SPA-GC00318,"2023-11-15 18:00:53","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,,,,,ES0031601117162001CG,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",756990518,500007344116,"Mercado Libre",1x230,Monofásico,5.75,5.75,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3326,PW-3326,SPA-IB,4379,SPA-IB04379,"2023-10-18 21:58:35","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2354,PW-2354,SPA-CX,3983,SPA-CX03983,"2023-10-18 22:06:05","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,2701,PW-2701,SPA-GR,5611,SPA-GR05611,"2023-11-15 18:21:59","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,,,20.0,,20.0,ES0031103122543039GF0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",684121876,500004047943,"Mercado Libre",3x400,Trifásico,24.0,24.0,24.0,24.0,24.0,24.0,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4",Distribuidora,,58518212,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,4303,PW-4303,SPA-MX,151,SPA-MX00151,"2023-11-15 18:01:44","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,25.0,0.0,13.85,13.85,13.85,ES0021000004710825MP,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684137252,213152137,"Mercado Libre",3x400,Trifásico,13.85,13.85,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,40786719,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,3124,PW-3124,SPA-IB,134,SPA-IB00134,"2023-11-15 18:08:45","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,13.86,,13.86,13.85,9.2,ES0031500531116001ZP0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683852760,500004046292,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Con Telegestión",Distribuidora,,201152223,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,760,PW-0760,SPA-BU,4238,SPA-BU04238,"2023-11-15 18:14:09","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,6.6,0.0,14.49,6.6,6.6,ES0021000002121035JH,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684204216,223107840,"Mercado Libre",1x220,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,54911791,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1949,PW-1949,SPA-CS,129,SPA-CS00129,"2023-12-21 10:24:10","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-Yes",Si,,,,,,,,,,,,,,,15.1,15.1,15.1,15.1,ES0021000010297118FS,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684140317,226552299,"Mercado Libre",3x15000,"Alta Tensión",15.1,15.1,15.1,15.1,15.1,15.1,6.1TD,"Modo 2 (Con Maxímetro)","Tipo 4","En Propiedad",,88505012,false,true,"ELECTRO XXI",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,"En Vigor",,2021-04-22
PW,4480,PW-4480,SPA-MX,563,SPA-MX00563,"2023-11-15 18:02:25","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,26.4,0.0,33.2,13.2,13.2,ES0021000005366096KD,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684113363,213555864,"Mercado Libre",3x380,Trifásico,13.2,13.2,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,166030517,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,6560,PW-6560,SPA-TF,6132,SPA-TF06132,"2023-11-15 18:04:05","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,9.2,,9.2,13.856,9.2,ES0031607223420019QM0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",683887830,500004047254,"Mercado Libre",1x230,Monofásico,9.2,9.2,,,,,2.0TD,,"Tipo 5 Sin Telegestión",Distribuidora,,6912777.0,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2023-05-10,,,,
PW,5996,PW-5996,SPA-SE,1324,SPA-SE01324,"2023-11-15 18:24:26","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,17.33,,17.33,17.321,17.321,ES0031102743005001EB0F,"IBERDROLA CLIENTES, S.A.U.","EDISTRIBUCIÓN REDES DIGITALES S.L.U.",684084946,500004047944,"Mercado Libre",3x400,Trifásico,17.321,17.321,17.321,17.321,17.321,17.321,3.0TD,"Modo 2 (Con Maxímetro)","Tipo 4","En Propiedad",,88514437,false,false,,,,,,Si,9.0,400.0,,3.6,,,,,,,,,,,,,,,,,,,,,63.0,2023-05-10,,,,
PW,278,PW-0278,SPA-AV,8912,SPA-AV08912,"2023-10-18 22:03:35","Tipo 2 (cedido propiedad)",Activo,"Tipo 2 (cedido propiedad)-Si-No",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,1842,PW-1842,SPA-CR,3305,SPA-CR03305,"2023-11-15 18:00:07","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,11.5,0.0,11.5,11.5,11.5,ES0022000008122719GA1P,"IBERDROLA CLIENTES, S.A.U.","UFD DISTRIBUCIÓN ELECTRICIDAD, SA",686180770,1000605317,"Mercado Libre",1x220,Monofásico,11.5,11.5,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Sin Telegestión",Distribuidora,,35216782,false,false,,,,,,Si,15.0,390.0,,5.85,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
PW,5089,PW-5089,SPA-NA,79,SPA-NA00079,"2023-11-15 18:16:33","Tipo 1 (propio on grid)",Activo,"Tipo 1 (propio on grid)-Si-No",Si,,,,,,,,,,,,,,11.0,0.0,14.49,6.6,6.6,ES0021000006647996GG,"IBERDROLA CLIENTES, S.A.U.","i-DE REDES ELÉCTRICAS INTELIGENTES, S.A.U",684154158,224361028,"Mercado Libre",1x220,Monofásico,6.6,6.6,,,,,2.0TD,"Modo 2 (Con Maxímetro)","Tipo 5 Con Telegestión",Distribuidora,,70403943,false,false,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10,,,,
