"WO - ID - prefix","WO - ID - number","WO - ID","ID Solicitud de Acceso - prefix","ID Solicitud de Acceso - number","ID Solicitud de Acceso","ID Site de trabajo - prefix","ID Site de trabajo - number","ID Site de trabajo","ID Site de trabajo (Descargas Baterias) - prefix","ID Site de trabajo (Descargas Baterias) - number","ID Site de trabajo (Descargas Baterias)",Solicitante,Estado,"Fecha de creación","Ultimo cambio",Título,"Descripción del Trabajo",Tipo,"¿Impacto en el servicio?","Fecha de inicio del impacto del servicio","Fecha de finalización del impacto del servicio","Fecha ejecución","Estado Cierre","ID Ocean","Fecha próxima revisión","ID de emplazamiento - prefix","ID de emplazamiento - number","ID de emplazamiento","Trabajo completo","Trabajo realizado","Fin de trabajo (previsto)","Fin del trabajo","Inicio de obra","Inicio de obra (previsto)","Reconocimiento requerido","No empezar antes","coordenadas - Latitude - WGS 84","coordenadas - Longitude - WGS 84","coordenadas - Elevation",Razón,"Trabajo realizado","Trabajo por hacer","Próxima visita preventiva en","Próxima visita PM","¿Se requiere acceso al sitio?",Dominio,"Fecha de inicio prevista","Fecha de finalización prevista"
WO,5116,WO-5116,SAR,708,SAR-000708,SPA-VX,36,SPA-VX00036,,,,"DNO Accesos",Abierto,"2024-02-06 07:11:37","2024-02-06 07:15:26","AOM  VX0036    445787","Se solicita acceso para revision de equipos de Orange con perdida de servicio",Urgente,SI,,,,,,,,,-,false,,,,,,false,2024-02-06,,,,,,,,,,,,
WO,3692,WO-3692,,,-,,,,SPA-ZX,522,SPA-ZX00522,"System Administrator",Cerrado,"2023-11-14 19:12:06","2023-11-15 12:22:51","2209012832743_ZXO522_AT-Z-017-22_-_ZUERA_-_OCA.PDF","2209012832743_ZXO522_AT-Z-017-22_-_ZUERA_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,18.07.2025,LO,7778,LO-007778,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3435,WO-3435,,,-,,,,SPA-GU,9200,SPA-GU09200,"System Administrator",Cerrado,"2023-11-14 19:06:06","2023-11-15 12:18:48","1109314918882_PARTE_INCIDENCIA.PDF","1109314918882_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,2803,LO-002803,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,5118,WO-5118,SAR,710,SAR-000710,SPA-MX,522,SPA-MX00522,,,,"Angel Orantes Aranda",Abierto,"2024-02-06 08:22:03","2024-02-06 08:22:50","DESBLOQUEO DE ACCESO","DESBLOQUEO DE ACCESO",Urgente,NO,,,"2024-02-06 14:00:00",,,,,,-,false,,,,,,false,2024-02-06,,,,,,,,,,,,
WO,2633,WO-2633,,,-,,,,SPA-BU,4242,SPA-BU04242,"System Administrator",Cerrado,"2023-11-14 18:47:43","2023-11-15 12:24:19","2112312020415_BU4242-REVISION__MTO_-20-07-2020.PDF","2112312020415_BU4242-REVISION__MTO_-20-07-2020.PDF","Revision (MTO)",NO,,,,,,,LO,708,LO-000708,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3304,WO-3304,,,-,,,,SPA-CC,6314,SPA-CC06314,"System Administrator",Cerrado,"2023-11-14 19:03:05","2023-11-15 12:05:50","1509423815677_CC6314-CASAR_DE_CACERES-20220104.DOCX","1509423815677_CC6314-CASAR_DE_CACERES-20220104.DOCX","Revision (MTO)",NO,,,,,,,LO,1563,LO-001563,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,5038,WO-5038,SAR,644,SAR-000644,SPA-OX,8888,SPA-OX08888,,,,"Francisca Alejandra Alvarado Saavedra",Abierto,"2024-02-05 12:13:33","2024-02-05 12:26:22","OX8888  // 445493","Se accede a equipos de OSP ubicados en emplazamiento OX8888. Se trata de una inspección visual sin afectación de servicio, no se conecta ni desconecta nada.","Inspección Preventiva",NO,,,,,,,,,-,false,,,,,,false,2024-02-05,,,,,,,,,,,,
WO,2115,WO-2115,,,-,,,,SPA-BU,4178,SPA-BU04178,"System Administrator",Cerrado,"2023-11-14 18:35:28","2023-11-15 12:20:54","2112302126653_BU4178-REVISION__MTO_-02-08-2018.PDF","2112302126653_BU4178-REVISION__MTO_-02-08-2018.PDF","Revision (MTO)",NO,,,,,,,LO,677,LO-000677,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4830,WO-4830,SAR,501,SAR-000501,,,,,,,"MARÍA ANA PÉREZ PÉREZ",Abierto,"2024-02-01 12:31:52","2024-02-01 12:31:58","TRABAJO A REALIZAR: AVERÍA TME  INC-0026992149","TRABAJO A REALIZAR: AVERÍA TME  INC-0026992149",Normal,NO,"2024-02-01 08:00:00","2024-02-09 17:00:00",,,,,,,-,false,,,,,,false,2024-02-01,,,,,,,,,,,,
WO,4871,WO-4871,SAR,535,SAR-000535,SPA-LE,351,SPA-LE00351,,,,"DNO Accesos",Abierto,"2024-02-01 18:16:07","2024-02-01 18:19:35","LE0351  444635","CPEREZ_NOKIA/GALITEL _ TOMA DE DATOS PARA VANOS ORANGE (REPLANTEO). CLUSTER A413CYL05, VANOS LE3462PM_1_2, LE3461PM_1_2. ACCESO A SALA UNICA.",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-02-01,,,,,,,,,,,,
WO,2820,WO-2820,,,-,,,,SPA-LU,4,SPA-LU00004,"System Administrator",Cerrado,"2023-11-14 18:52:00","2023-11-15 12:08:45","2112342910471_LU0004-INSPECCION__OCA_-24-08-2020.PDF","2112342910471_LU0004-INSPECCION__OCA_-24-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,24.08.2023,LO,3558,LO-003558,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3292,WO-3292,,,-,,,,SPA-MX,1002,SPA-MX01002,"System Administrator",Cerrado,"2023-11-14 19:02:49","2023-11-15 12:15:15","0810583325680_MX1002-REVISION__MTO_-04-02-2019.PDF","0810583325680_MX1002-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,4523,LO-004523,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3891,WO-3891,,,-,,,,SPA-LE,1712,SPA-LE01712,"System Administrator",Cerrado,"2024-01-18 17:31:07","2024-01-18 18:00:28","1911254723262_LE1712-CON_DEFECTOS.PDF","1911254723262_LE1712-CON_DEFECTOS.PDF","Revision (MTO)",NO,,,,,,,LO,3469,LO-003469,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4789,WO-4789,SAR,456,SAR-000456,SPA-IB,161,SPA-IB00161,,,,"DNO Accesos",Abierto,"2024-01-31 18:20:54","2024-01-31 18:27:00","444396  IB0161","REPLANTEO (TOMA DE DATOS Y REVISION DE EQUIPOS/ANTENAS ORANGE)",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,2961,WO-2961,,,-,,,,SPA-HX,9480,SPA-HX09480,"System Administrator",Cerrado,"2023-11-14 18:55:18","2023-11-15 12:12:43","221341247239_REVISION_ANUAL_CT_HX9480_2021.PDF","221341247239_REVISION_ANUAL_CT_HX9480_2021.PDF","Revision (MTO)",NO,,,,,,,LO,2933,LO-002933,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4119,WO-4119,,,-,,,,SPA-SS,5622,SPA-SS05622,"System Administrator",Cerrado,"2024-01-18 17:36:42","2024-01-18 18:02:48","040913256065_SS5622-REV_MTO_25_07_23.PDF","040913256065_SS5622-REV_MTO_25_07_23.PDF","Revision (MTO)",NO,,,,,,25.07.2024,LO,6231,LO-006231,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3039,WO-3039,,,-,,,,SPA-GU,9145,SPA-GU09145,"System Administrator",Cerrado,"2023-11-14 18:57:05","2023-11-15 12:14:08","1108270925593_PARTE_INCIDENCIA.PDF","1108270925593_PARTE_INCIDENCIA.PDF","Revision (MTO)",NO,,,,,,,LO,2777,LO-002777,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3972,WO-3972,,,-,,,,SPA-AB,6122,SPA-AB06122,"System Administrator",Cerrado,"2024-01-18 17:33:08","2024-01-18 18:01:18","2211512411002_AB6122-REV_MTO_25-04-2023.PDF","2211512411002_AB6122-REV_MTO_25-04-2023.PDF","Revision (MTO)",NO,,,,,,,LO,61,LO-000061,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4044,WO-4044,,,-,,,,SPA-ZX,564,SPA-ZX00564,"System Administrator",Cerrado,"2024-01-18 17:34:53","2024-01-18 18:02:03","0111332424793_ZX0564-REV_MTO_13_07_23.PDF","0111332424793_ZX0564-REV_MTO_13_07_23.PDF","Revision (MTO)",NO,,,,,,13.07.2024,LO,7791,LO-007791,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4653,WO-4653,,,-,,,,,,,"DNO Accesos",Cancelado,"2024-01-30 13:43:31","2024-01-30 13:50:36","SCV  443505  AX6006","5510773 Spain OSP Packet Microwave MIND Project, INSTALACIÓN NUEVO RADIOENLACE AX6006_AX0768PM_23BAU_IMP, Z2024010593431. ACCESO A SALA EQUIPOS Y A ANTENAS",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-30,,,,,,,,,,,,
WO,3502,WO-3502,,,-,,,,SPA-TO,1510,SPA-TO01510,"System Administrator",Cerrado,"2023-11-14 19:07:38","2023-11-15 12:22:50","181304283274_CERT_AT-TO-021_22_TOTEM_TO1510_LAS_HERENCIAS_CT.PDF","181304283274_CERT_AT-TO-021_22_TOTEM_TO1510_LAS_HERENCIAS_CT.PDF","Inspecciones (OCA)",NO,,,,,,09.06.2025,LO,6766,LO-006766,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,5298,WO-5298,,,-,,,,,,,"Julian Velasco villalba",Abierto,"2024-02-07 15:59:24","2024-02-07 15:59:24","Cambio de escalera, instalacion de baliza e instalacion de Cabloc 3M","Cambio de escalera, instalacion de baliza e instalacion de Cabloc 3M",Infraestructura,NO,,,,,,,,,-,false,,,,,,false,2024-02-07,,,,,,,,,,,,
WO,3640,WO-3640,,,-,,,,SPA-HX,9611,SPA-HX09611,"System Administrator",Cerrado,"2023-11-14 19:10:48","2023-11-15 12:17:43","1508234911037_HX9611-REVISION__MTO_-02-09-2022.PDF","1508234911037_HX9611-REVISION__MTO_-02-09-2022.PDF","Revision (MTO)",NO,,,,,,,LO,2952,LO-002952,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4720,WO-4720,SAR,388,SAR-000388,SPA-CX,21,SPA-CX00021,,,,"DNO Accesos",Abierto,"2024-01-31 10:54:24","2024-01-31 11:05:26","scv   442893   CX0021","MEDIDAS DE INTERFERENCIAS EN INSTALACIONES ORANGE  ADJUNTO PLANTILLA ESPECIFICA PROPIEDAD PARA PODER ACCEDER EL","Inspección Preventiva",NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,3267,WO-3267,,,-,,,,SPA-LE,1718,SPA-LE01718,"System Administrator",Cerrado,"2023-11-14 19:02:13","2023-11-15 12:07:53",1410311712118_LE1718.PDF,1410311712118_LE1718.PDF,"Revision (MTO)",NO,,,,,,,LO,3474,LO-003474,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2263,WO-2263,,,-,,,,SPA-SA,5612,SPA-SA05612,"System Administrator",Cerrado,"2023-11-14 18:39:00","2023-11-15 12:07:07","2112303922974_SA5612-REVISION__MTO_-20-09-2018.PDF","2112303922974_SA5612-REVISION__MTO_-20-09-2018.PDF","Revision (MTO)",NO,,,,,,,LO,5693,LO-005693,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4087,WO-4087,,,-,,,,SPA-TO,6,SPA-TO00006,"System Administrator",Cerrado,"2024-01-18 17:35:55","2024-01-18 18:02:29","3108442523941_TO0006-REV_MAT_22_06_23.PDF","3108442523941_TO0006-REV_MAT_22_06_23.PDF","Revision (MTO)",NO,,,,,,22.06.2024,LO,6630,LO-006630,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,5172,WO-5172,SAR,756,SAR-000756,SPA-BX,708,SPA-BX00708,,,,"DNO Accesos",Abierto,"2024-02-06 12:34:03","2024-02-06 12:39:31","AOM   BX0708    445626","REPLANTEO + MEDIDAS EN SALA EQUIPOS",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-02-06,,,,,,,,,,,,
WO,4733,WO-4733,,,-,,,,,,,"Paula Picon",Cerrado,"2024-01-31 12:05:26","2024-01-31 12:06:12","Incidencias de la propiedad","Cambio de recorrido de la acometida y red eléctrica",Normal,NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,3633,WO-3633,,,-,,,,SPA-JX,8511,SPA-JX08511,"System Administrator",Cerrado,"2023-11-14 19:10:38","2023-11-15 12:23:38","1212544014516_JX8511-REVISION__MTO_-29-08-2022.PDF","1212544014516_JX8511-REVISION__MTO_-29-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,3340,LO-003340,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4201,WO-4201,,,-,,,,SPA-ZX,561,SPA-ZX00561,"System Administrator",Cerrado,"2024-01-18 17:38:40","2024-01-18 18:03:39","0816281418021_2__VISITA_AT-Z-07-22_ZX0561_TERRER.PDF","0816281418021_2__VISITA_AT-Z-07-22_ZX0561_TERRER.PDF","Inspecciones (OCA)",NO,,,,,,,LO,7788,LO-007788,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,4773,WO-4773,SAR,440,SAR-000440,SPA-CC,5,SPA-CC00005,,,,"DNO Accesos",Abierto,"2024-01-31 16:56:23","2024-01-31 16:59:06","444144    CC0005","Replanteo para localizar equipos y cableados en desuso asociados a una LLAA que se pretende dar de baja. LLAA RTMA-7500. Acceso a sala de equipos de transmisión.",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,2766,WO-2766,,,-,,,,SPA-SO,9730,SPA-SO09730,"System Administrator",Cerrado,"2023-11-14 18:50:44","2023-11-15 12:07:02","211234251883_SO9730-INSPECCION__OCA_-17-08-2020.PDF","211234251883_SO9730-INSPECCION__OCA_-17-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,17.08.2023,LO,6114,LO-006114,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4836,WO-4836,SAR,507,SAR-000507,SPA-MA,9599,SPA-MA09599,,,,"DNO Accesos",Abierto,"2024-02-01 13:09:07","2024-02-01 13:14:43","AOM   MA9599    444735","Visita conjunta TESA-ACCENTURE para desmontaje de equipos y cableados en desuso.",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-02-01,,,,,,,,,,,,
WO,2561,WO-2561,,,-,,,,SPA-LE,1621,SPA-LE01621,"System Administrator",Cerrado,"2023-11-14 18:46:05","2023-11-15 12:08:31","2112311319203_LE1621-INSPECCION__OCA_-12-08-2020.PDF","2112311319203_LE1621-INSPECCION__OCA_-12-08-2020.PDF","Inspecciones (OCA)",NO,,,,,,12.08.2023,LO,3454,LO-003454,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2531,WO-2531,,,-,,,,SPA-LE,1725,SPA-LE01725,"System Administrator",Cerrado,"2023-11-14 18:45:25","2023-11-15 12:23:15","2112310920889_LE1725-REVISION__MTO_-23-06-2020.PDF","2112310920889_LE1725-REVISION__MTO_-23-06-2020.PDF","Revision (MTO)",NO,,,,,,,LO,3480,LO-003480,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3275,WO-3275,,,-,,,,SPA-LE,1546,SPA-LE01546,"System Administrator",Cerrado,"2023-11-14 19:02:24","2023-11-15 12:08:54",141038213408_LE1546.PDF,141038213408_LE1546.PDF,"Revision (MTO)",NO,,,,,,,LO,3449,LO-003449,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3076,WO-3076,,,-,,,,SPA-SA,6411,SPA-SA06411,"System Administrator",Cerrado,"2023-11-14 18:57:47","2023-11-15 12:09:53","281300333580_SA6411-DESFAVORABLE.PDF","281300333580_SA6411-DESFAVORABLE.PDF","Inspecciones (OCA)",NO,,,,,,09.11.2025,LO,5715,LO-005715,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3628,WO-3628,,,-,,,,SPA-ZX,1024,SPA-ZX01024,"System Administrator",Cerrado,"2023-11-14 19:10:31","2023-11-15 12:12:47","1211394825222_ZX1024_-_AT-Z-08-22_VILLARROYA_-_OCA.PDF","1211394825222_ZX1024_-_AT-Z-08-22_VILLARROYA_-_OCA.PDF","Inspecciones (OCA)",NO,,,,,,04.07.2025,LO,7816,LO-007816,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2750,WO-2750,,,-,,,,SPA-ZA,7002,SPA-ZA07002,"System Administrator",Cerrado,"2023-11-14 18:50:21","2023-11-15 12:13:14","2112342327123_ZA7002-INSPECCION__OCA_-11-09-2020.PDF","2112342327123_ZA7002-INSPECCION__OCA_-11-09-2020.PDF","Inspecciones (OCA)",NO,,,,,,11.09.2023,LO,7660,LO-007660,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,1944,WO-1944,,,-,,,,SPA-AB,6017,SPA-AB06017,"System Administrator",Cerrado,"2023-11-14 18:31:21","2023-11-15 12:24:54","2610080319362_AB6017_HELLIN_CERTIFICADO_FAVORABLE_2021.PDF","2610080319362_AB6017_HELLIN_CERTIFICADO_FAVORABLE_2021.PDF","Inspecciones (OCA)",NO,,,,,,10.03.2024,LO,48,LO-000048,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3035,WO-3035,,,-,,,,SPA-SO,9921,SPA-SO09921,"System Administrator",Cerrado,"2023-11-14 18:56:59","2023-11-15 12:23:44",1808480331904_SO9921.PDF,1808480331904_SO9921.PDF,"Revision (MTO)",NO,,,,,,,LO,6167,LO-006167,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3212,WO-3212,,,-,,,,SPA-HX,408,SPA-HX00408,"System Administrator",Cerrado,"2023-11-14 19:00:57","2023-11-15 12:14:10","0313330324505_HX0408-INSPECCION__OCA_-19-10-2022.PDF","0313330324505_HX0408-INSPECCION__OCA_-19-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,19.10.2025,LO,2906,LO-002906,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4681,WO-4681,SAR,351,SAR-000351,SPA-GC,26,SPA-GC00026,,,,"DNO Accesos",Abierto,"2024-01-30 19:20:09","2024-01-30 19:23:34","444089   GC0026","Plan capacidad 2023_Sectorización",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-30,,,,,,,,,,,,
WO,2824,WO-2824,,,-,,,,SPA-VI,8710,SPA-VI08710,"System Administrator",Cerrado,"2023-11-14 18:52:06","2023-11-15 12:05:14","2112343025329_VI8710-REVISION__MTO_-19-01-2021.PDF","2112343025329_VI8710-REVISION__MTO_-19-01-2021.PDF","Revision (MTO)",NO,,,,,,,LO,7164,LO-007164,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3847,WO-3847,,,-,,,,SPA-HX,9631,SPA-HX09631,"System Administrator",Cerrado,"2024-01-18 17:30:02","2024-01-18 18:00:00","141502513235_HX9631-REVISION__MTO_-03-08-2023.PDF","141502513235_HX9631-REVISION__MTO_-03-08-2023.PDF","Revision (MTO)",NO,,,,,,,LO,2963,LO-002963,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,5017,WO-5017,SAR,632,SAR-000632,SPA-CA,5215,SPA-CA05215,,,,"DNO Accesos",Abierto,"2024-02-05 10:42:43","2024-02-05 10:45:27","445566 - CA5215","Equipos caídos",Urgente,NO,,,,,,,,,-,false,,,,,,false,2024-02-05,,,,,,,,,,,,
WO,3572,WO-3572,,,-,,,,SPA-GU,9112,SPA-GU09112,"System Administrator",Cerrado,"2023-11-14 19:09:15","2023-11-15 12:20:09","031155036773_GU9112-REV__MTO_19-08-2022.PDF","031155036773_GU9112-REV__MTO_19-08-2022.PDF","Revision (MTO)",NO,,,,,,,LO,2759,LO-002759,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2342,WO-2342,,,-,,,,SPA-TO,19,SPA-TO00019,"System Administrator",Cerrado,"2023-11-14 18:40:55","2023-11-15 12:11:43","211230466135_TO0019-REVISION__MTO_-04-02-2019.PDF","211230466135_TO0019-REVISION__MTO_-04-02-2019.PDF","Revision (MTO)",NO,,,,,,,LO,6638,LO-006638,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4794,WO-4794,SAR,461,SAR-000461,SPA-BX,1588,SPA-BX01588,,,,"DNO Accesos",Abierto,"2024-01-31 19:45:00","2024-01-31 19:47:46","444403   BX1588","MEDIDAS RADIOLECTRICAS PSC",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-31,,,,,,,,,,,,
WO,4361,WO-4361,,,-,,,,SPA-HX,9477,SPA-HX09477,"System Administrator",Cerrado,"2024-01-18 17:42:15","2024-01-18 18:05:15","3014554712117_HX9477-INSPECCION__OCA_-20-10-2022.PDF","3014554712117_HX9477-INSPECCION__OCA_-20-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,,LO,2932,LO-002932,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3607,WO-3607,,,-,,,,SPA-ZX,374,SPA-ZX00374,"System Administrator",Cerrado,"2023-11-14 19:10:03","2023-11-15 12:19:39","1210552125466_ZX0374-REV_MTO_05-07-2022.PDF","1210552125466_ZX0374-REV_MTO_05-07-2022.PDF","Revision (MTO)",NO,,,,,,,LO,7759,LO-007759,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2685,WO-2685,,,-,,,,SPA-VI,8712,SPA-VI08712,"System Administrator",Cerrado,"2023-11-14 18:48:53","2023-11-15 12:09:14","2112312420654_VI8712-INSPECCION__OCA_-09-10-2020.PDF","2112312420654_VI8712-INSPECCION__OCA_-09-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,09.10.2023,LO,7165,LO-007165,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4672,WO-4672,SAR,342,SAR-000342,SPA-MX,6401,SPA-MX06401,,,,"Patricia Andreia Enes do Vale Neiva",Abierto,"2024-01-30 16:24:33","2024-01-30 16:40:52",CSG_MX6401RT1_SWAP_IYC,"Cambio de Switch","Instalación Tenant",NO,,,,,,,,,-,false,,,,,,false,2024-01-30,,,,,,,,,,,,
WO,4219,WO-4219,,,-,,,,SPA-TO,1037,SPA-TO01037,"System Administrator",Cerrado,"2024-01-18 17:39:03","2024-01-18 18:03:50","040922172045_CERT_AT-TO-005-2_22_TOTEM_TO1037__VILLARUBIA_DE_SANTIAGO_CT.PDF","040922172045_CERT_AT-TO-005-2_22_TOTEM_TO1037__VILLARUBIA_DE_SANTIAGO_CT.PDF","Inspecciones (OCA)",NO,,,,,,,LO,6760,LO-006760,false,,,,,,false,2024-01-18,,,,,,,,,,,,
WO,3208,WO-3208,,,-,,,,SPA-HX,9605,SPA-HX09605,"System Administrator",Cerrado,"2023-11-14 19:00:52","2023-11-15 12:11:58","03134636470_HX9605-INSPECCION__OCA_-18-10-2022.PDF","03134636470_HX9605-INSPECCION__OCA_-18-10-2022.PDF","Inspecciones (OCA)",NO,,,,,,18.10.2025,LO,2949,LO-002949,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3768,WO-3768,,,-,,,,SPA-VA,2179,SPA-VA02179,"System Administrator",Cerrado,"2023-11-14 19:13:54","2023-11-15 12:15:45",2508374016543_VA2179.PDF,2508374016543_VA2179.PDF,"Revision (MTO)",NO,,,,,,,LO,7034,LO-007034,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4932,WO-4932,,,-,,,,,,,"Yolanda García",Cerrado,"2024-02-02 10:22:15","2024-02-09 05:11:12",PREVENTIVOS,"OT.Mto Preventivo Completo-P1 sin Descargaen SPA-CX01045","Inspección Preventiva",NO,"2024-02-05 16:00:00","2024-02-05 23:59:00","2024-02-05 00:00:00",Favorable,,,,,-,false,,,,,,false,2024-02-02,,,,,,,,,,,,
WO,2610,WO-2610,,,-,,,,SPA-AV,8921,SPA-AV08921,"System Administrator",Cerrado,"2023-11-14 18:47:12","2023-11-15 12:05:52","211231179102_AV8921-INSPECCION__OCA_-08-10-2020.PDF","211231179102_AV8921-INSPECCION__OCA_-08-10-2020.PDF","Inspecciones (OCA)",NO,,,,,,08.10.2023,LO,215,LO-000215,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3412,WO-3412,,,-,,,,SPA-GU,9148,SPA-GU09148,"System Administrator",Cerrado,"2023-11-14 19:05:34","2023-11-15 12:12:09","2708525818212_GU9148-TOTEM.PDF","2708525818212_GU9148-TOTEM.PDF","Revision (MTO)",NO,,,,,,,LO,2780,LO-002780,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,2018,WO-2018,,,-,,,,SPA-TO,115,SPA-TO00115,"System Administrator",Cerrado,"2023-11-14 18:33:10","2023-11-15 12:18:00","2112300229621_TO0115-INSPECCION__OCA_-16-05-2019.PDF","2112300229621_TO0115-INSPECCION__OCA_-16-05-2019.PDF","Inspecciones (OCA)",NO,,,,,,16.05.2022,LO,6681,LO-006681,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,4452,WO-4452,SAR,117,SAR-000117,SPA-AX,269,SPA-AX00269,,,,"Miguel angel Armengol  ogaya",Abierto,"2024-01-25 10:30:43","2024-01-26 09:41:27","AUDITORIA DE MANTENIMIENTO PREVENTIVO","AUDITORIA DE MANTENIMIENTO PREVENTIVO",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-01-25,,,,,,,,,,,,
WO,4419,WO-4419,,,-,,,,,,,"Andres Marcos Alises",Abierto,"2024-01-23 07:38:20","2024-01-23 07:38:20","AX5837 PRUEBA DE ALARMAS","PRUEBA DE ALARMAS","Inspección Preventiva",NO,"2024-01-23 08:00:00","2024-01-26 15:00:00",,,,,,,-,false,,,,,,false,2024-01-23,,,,,,,,,,,,
WO,5243,WO-5243,,,-,,,,,,,"DNO Accesos",Abierto,"2024-02-07 09:24:57","2024-02-07 09:24:57","SX0088 // 445864","MEDIDAS DE EMISIONES RADIOELECTRICAS CON TOMA DE FOTOGRAFIAS DE LAS ANTENAS.",Auditoría,NO,,,,,,,,,-,false,,,,,,false,2024-02-07,,,,,,,,,,,,
WO,5025,WO-5025,,,-,,,,,,,"Yolanda García",Abierto,"2024-02-05 11:12:24","2024-02-05 11:12:24",PREVENTIVOS,"OT. para probar alarmas que no conllevan riesgo de caída en  SPA-BX06154","Inspección Preventiva",NO,"2024-02-05 11:15:00","2024-02-09 23:59:00",,,,,,,-,false,,,,,,false,2024-02-05,,,,,,,,,,,,
WO,2520,WO-2520,,,-,,,,SPA-OR,8920,SPA-OR08920,"System Administrator",Cerrado,"2023-11-14 18:45:10","2023-11-15 12:06:04","2112310617651_OR8920-REVISION__MTO_-20-04-2020.PDF","2112310617651_OR8920-REVISION__MTO_-20-04-2020.PDF","Revision (MTO)",NO,,,,,,,LO,5126,LO-005126,false,,,,,,false,2023-11-14,,,,,,,,,,,,
WO,3089,WO-3089,,,-,,,,SPA-BA,412,SPA-BA00412,"System Administrator",Cerrado,"2023-11-14 18:58:04","2023-11-15 12:13:59","2407101027682_BA0412-OCA_1_-06AT-23836__1__18-11-2022.PDF","2407101027682_BA0412-OCA_1_-06AT-23836__1__18-11-2022.PDF","Inspecciones (OCA)",NO,,,,,,18.11.2025,LO,429,LO-000429,false,,,,,,false,2023-11-14,,,,,,,,,,,,
